unittitle,function,ID
Lamoureux,Personne,P5690
Landrin Jacques,Personne,P5709
Laneuville ,Personne,P5715
Langerie de,Personne,P5720
Langevinière de,Personne,P5726
Langlade Jean,Personne,P5729
Lanoue St-Martin,Personne,P5749
Lanouiller de Boisclerc,Personne,P5752
Lapampérie,Personne,P5761
Lapeyrade,Personne,P5770
Laperlier Philibert,Personne,P5767
Laplagne de,Personne,P5779
Laramisse,Personne,P5806
Lardillière,Personne,P5811
Lareinterie,Personne,P5815
"Larochalar, M de",Personne,P5844
Laroche de,Personne,P5862
Larochefoucauld ,Personne,P5869
Larochejaquelein de,Personne,P5870
Laronde de,Personne,P5878
Laroutière chevalier de,Personne,P5895
Larue-Francy,Personne,P5905
Lasalle des gouttes,Personne,P5920
Lasausaye de,Personne,P5932
Latouche de Tréville,Personne,P5958
Latraisne de,Personne,P5981
Latrémouille de,Personne,P5993
Lauberdrie Baudouin de,Personne,P5997
Laugerie de,Personne,P6002
Launay ,Personne,P6006
Launay de Vaudricourt,Personne,P6008
Laury antoine,Personne,P6029
Lauzon,Personne,P6033
Law Guillaume,Personne,P6080
Lebrest,Personne,P6109
Lebris,Personne,P6112
Lecoq,Personne,P6134
Lecourt,Personne,P6136
Lefebvre d’Albon,Personne,P6151
Legras dit sans-façon,Personne,P6187
"Leigne, andré de",Personne,P6192
Lelatteur Pierre,Personne,P6200
Lemasson du Parc,Personne,P6213
Lemoine,Personne,P6227
Lemoyne-Montbrun,Personne,P6235
Lemoal Prigent,Personne,P6226
Lemotheux,Personne,P6232
Leriche,Personne,P6256
Leroy-Deslandes,Personne,P6276
Leroy de Grandmaison,Personne,P6268
Lesormel de,Personne,P6292
L’étanduère de,Personne,P6566
Letourneau,Personne,P6316
Letuillier-Denonville,Personne,P6320
Levrard,Personne,P6336
"Liebon, Jean dit Bonper",Personne,P6351
Liège,Personne,P6401
Liesta de,Personne,P6353
Lignier,Personne,P6354
"Ligouyer, Madame de,",Personne,P6363
l’Illeau de,Personne,P9821
Linières de,Personne,P6377
"Linières, Mademoiselle de",Personne,P6379
Linois de,Personne,P6381
Linois,Personne,P6380
"L’Isle-Adam, Villiers de",Personne,P6564
"Logivière, Mademoiselle de",Personne,P6409
"Logivière, Mademoiselle de ",Personne,P6410
Longchamps de,Personne,P6428
Longchamps-Bellier,Personne,P6432
Longchamps-Montendre,Personne,P6433
Longpré de la Bouche,Personne,P6436
"Longueuil, Monsieur de",Personne,P6440
Lopinot de,Personne,P6448
Lordre,Personne,P6452
Lortie du petit-fief,Personne,P6461
"Louboey, Monsieur de",Personne,P6479
Louis Etienne,Personne,P6483
Loumeau Pierre,Personne,P6488
Loupiau ,Personne,P6491
Macarty de,Personne,P6571
Marty de,Personne,P6847
Macmahon,Personne,P6584
Macquillé de,Personne,P6588
Mahieux de Lormaison,Personne,P6598
Mahury,Personne,P6600
Maindre Etiene,Personne,P6618
Maindron Jean,Personne,P6619
Mallet Marie Jeanne,Personne,P6648
Mallevaud,Personne,P6654
Maillevaud de,Personne,P6610
"Malo, fille",Personne,P6658
Marcellange de,Personne,P6697
Marchesseau,Personne,P6715
"Mariette, Frères",Personne,P6746
Mariochau,Personne,P6760
Marion François,Personne,P6767
Marion Pierre,Personne,P6768
Marissy Joseph,Personne,P6771
Marjot,Personne,P6773
Marné,Personne,P6777
Marmet,Personne,P6775
Marolles Philippe de,Personne,P6780
Marsan,Personne,P6793
Martel Pierre,Personne,P6805
Martin Jean,Personne,P6820
Martineau Pierre,Personne,P6839
Martou de,Personne,P6844
Massiac,Personne,P6857
Massieu de,Personne,P6861
Massilieu de,Personne,P6862
Massip,Personne,P6866
Mathieu Gabriel,Personne,P6889
Matignon,Personne,P6895
Maugin,Personne,P6915
Mazarin,Personne,P6956
Meinier,Personne,P6962
Meistre Jean,Personne,P6963
Melle Charles,Personne,P6967
Mellet,Personne,P6970
Meloise de,Personne,P6971
Melu Jacques,Personne,P6975
Menneville de,Personne,P6983
Méré-Brossin de,Personne,P7429
Mérigot,Personne,P7421
Mérué Fontaine de,Personne,P7424
Merveilleux de,Personne,P7007
Méry-Coindreau,Personne,P7425
Meschin de,Personne,P7009
Mesmes Le Baillé de,Personne,P7014
Mesmy,Personne,P7015
Mesnard du Plessis,Personne,P7018
Mesnil-Roland,Personne,P7026
Mesport-Jousseaume,Personne,P7027
Mestrezat,Personne,P7033
Meunier Joseph,Personne,P7042
Meynier Guillaume,Personne,P7050
Mezy,Personne,P7053
Micheau Jacques,Personne,P7063
Michel Augustin,Personne,P7066
Michel Louis,Personne,P7067
Milhau,Personne,P7081
Modey,Personne,P7116
Mollandon,Personne,P7133
Monbron Pierre,Personne,P7139
Monchiroux,Personne,P7140
 Mondrelois de,Personne,P0
Mondrelois de,Personne,P7149
Monge,Personne,P7152
Monguy Pierre ,Personne,P7158
Montcham,Personne,P7201
Montexier,Personne,P7211
Montfort de Gaillarbois,Personne,P7212
Montigny de,Personne,P7230
Montlevrier,Personne,P7239
Montvert de,Personne,P7263
Morailleau François,Personne,P7274
Morand,Personne,P7278
"Morisson, Germain",Personne,P7320
"Morineau, Germain",Personne,P7315
"Mornet, Jacques",Personne,P7329
"Morpin, Jean",Personne,P7332
"Moulinet, Pierre",Personne,P7370
"Moussac, de",Personne,P7387
Moutet,Personne,P7391
Mullon Jean,Personne,P7405
Musino,Personne,P7408
Nadau François,Personne,P7433
Naudin ,Personne,P7454
Neveu Charles,Personne,P7496
Noé de,Personne,P7575
Nogard,Personne,P7519
Nolent d’Emauville de,Personne,P7531
Nolinos de,Personne,P7532
Normandin,Personne,P7552
Nouvant François,Personne,P7565
Odon des gouttes,Personne,P7588
Olivier de Vozain,Personne,P7596
Panat ,Personne,P7647
Pardieu de Berteville de,Personne,P7667
Parlan de,Personne,P7679
Patoizeau Jean,Personne,P7706
Pavan de,Personne,P7720
Payré,Personne,P7726
Peirecaud,Personne,P7738
Pelligneau,Personne,P7758
Penaud Jacques,Personne,P7768
Penaud Jean,Personne,P7769
Penotay Jean,Personne,P7773
Pensens,Personne,P7775
Perroteau de Grandchamp,Personne,P7825
Petiot Henry,Personne,P7838
Pezet,Personne,P7865
Philibert,Personne,P7873
Philibertt,Personne,P7874
Philipeaux,Personne,P7876
Pichaud Charles,Personne,P7891
Pictersz de Wilde Simon,Personne,P7899
Pimodan,Personne,P7919
Pinault René,Personne,P7926
Pineau Dom,Personne,P7929
Pineteau Pierre,Personne,P7933
Pinot de la Grillière,Personne,P7936
Pinsonneau François,Personne,P7938
Pinsonnière,Personne,P7939
Piot Jean,Personne,P7945
Piscot,Personne,P7951
Poitevin,Personne,P7991
Poitiers François,Personne,P7993
Pomiez,Personne,P8009
Pommier,Personne,P8013
Pons,Personne,P8018
Pont Paul de,Personne,P8026
Pontfarcy de,Personne,P8034
Portet Jean,Personne,P8052
"Poulain de Parnay, Antoine-Zacharie",Personne,P8065
Poupard Jean,Personne,P8074
Presteseille,Personne,P8087
Prigent Le Moal,Personne,P8092
Priou Pierre,Personne,P8097
Quierthon François,Personne,P8157
Queuchin,Personne,P8155
Raby François,Personne,P8175
Radouay ,Personne,P8180
Raimond Pierre,Personne,P8192
Raoult,Personne,P8228
Ratier,Personne,P8238
Raucourt,Personne,P8244
Réals de Borcal de,Personne,P8613
Régis du Roullet,Personne,P8621
Reingle Jean,Personne,P8283
Rémolat,Personne,P8623
Rémond,Personne,P8624
Renard Edme,Personne,P8290
Renne Etienne,Personne,P8314
Réquiston de,Personne,P8633
Resen,Personne,P8322
Ressous de,Personne,P8326
Reymond,Personne,P8336
Reynaud de la Soudrière,Personne,P8337
Ric-Harris,Personne,P8349
Rigaud de Vaudreuil,Personne,P8378
Riou Olivier,Personne,P8391
Roanez,Personne,P8404
Robécourt ,Personne,P8431
Robert ,Personne,P8411
Robert Jean,Personne,P8412
Robillard,Personne,P8420
Robin Marie,Personne,P8422
Rochebouet de,Personne,P8440
Rohan ,Personne,P8462
Rolle,Personne,P8473
Rondé,Personne,P8485
Romanet,Personne,P8479
Roquecave de,Personne,P8490
"Rousselle, Marguerite",Personne,P8546
"Roy, Charles",Personne,P8572
Royal,Personne,P8576
Ruis,Personne,P8591
Sabran,Personne,P8637
Safran-Baudinar ,Personne,P8649
Saillant de,Personne,P8659
Saint-André-Montméjan,Personne,P8678
Saint-Maimy de,Personne,P8742
Saint-Marcel de,Personne,P8749
Saint-Palais,Personne,P8772
Saint-Paupin Lignier de,Personne,P8774
Saint-Pierre de,Personne,P8779
Saint-Simon ,Personne,P8794
Saint-Vincent,Personne,P8810
Sainte-Hermine,Personne,P8819
Sale Pierre,Personne,P8839
Salgnac de,Personne,P8843
Sarret,Personne,P8883
Sarrot,Personne,P8887
Saulger de,Personne,P8904
Sauvage Philippe,Personne,P8918
Schaap Claas ,Personne,P8949
Schonherr Gabriel,Personne,P8952
Seel de,Personne,P8959
Seimart de Bellisle,Personne,P8976
Sérigny,Personne,P9134
Serraire,Personne,P9000
"Sicaud, André",Personne,P9020
"Sillon, Pierre",Personne,P9026
Simon,Personne,P9034
Simonde,Personne,P9040
"Soreau, Nicolas",Personne,P9061
Sormel de,Personne,P9069
Stapleton,Personne,P9108
"Stettler, Abraham",Personne,P9109
"Straus, Salomon",Personne,P9110
"Sullivan, Alexis",Personne,P9116
Surblé de,Personne,P9120
"Tabar, François",Personne,P9140
Tartel de Clermont,Personne,P9175
Taschereau,Personne,P9176
"Tasseau, Gervais",Personne,P9178
Taurins d’Aunat,Personne,P9186
Tauxier,Personne,P9188
Tessière ,Personne,P9219
Thiverny de,Personne,P9256
Thomas Matturin,Personne,P9260
Tixier Nicolas,Personne,P9309
Tournemine,Personne,P9350
Tourreville,Personne,P9357
Travers Hubert,Personne,P9370
Trédern,Personne,P9397
Trudaine,Personne,P9393
Turcat,Personne,P9405
Turles de,Personne,P9412
Valcourt,Personne,P9431
Valdegrave,Personne,P9432
Valentin,Personne,P9433
Vallet de Salignac,Personne,P9456
Valette M. de,Personne,P9439
Vaslin,Personne,P9498
"Vateau, Antoine",Personne,P9507
"Vauceleau, Pierre",Personne,P9510
"Vaudry, Loudin de",Personne,P9527
"Vazou, René",Personne,P9550
Veaumimars de,Personne,P9551
"Vedeau, François ",Personne,P9554
"Veret, François",Personne,P9584
Vergés de,Personne,P9589
Verguin,Personne,P9588
Vienne M. de,Personne,P9636
Viette de la Rivagerie,Personne,P9642
Vieuxchant de,Personne,P9647
"Vilbois, Simone",Personne,P9662
Villarzel de,Personne,P9670
Villefranche de ,Personne,P9681
Villeluisant de ,Personne,P9683
Villeneuve de,Personne,P9687
Villette madame de,Personne,P9705
Villevert ,Personne,P9714
"Villers, Fergeol de",Personne,P9698
Villiers  ,Personne,P9716
Villiers de l’Isle-Adam,Personne,P9721
Villiers-Fransure de,Personne,P9725
Voille ,Personne,P9764
Voland,Personne,P9768
Volivert Thomas,Personne,P9774
Volvire de,Personne,P9776
Vouillay de,Personne,P9779
Voutron,Personne,P9781
Vozain Olivier de,Personne,P9790
Alexis,Personne,P39
"Alléaume, Alexis",Personne,P63
"Ambois, François",Personne,P75
"André, Pierre",Personne,P94
"Armand, Jacques",Personne,P129
Aubin,Personne,P171
"Aubry, François",Personne,P179
"Audinet, Jean",Personne,P192
"Auger, Paul",Personne,P206
Aumaitre,Personne,P212
"Auvray, Jacques",Personne,P229
Auzillon de la Sablonnière,Personne,P232
"Azon, François",Personne,P241
"Babaud, Pierre",Personne,P245
"Babaud, veuve",Personne,P247
"Bacheron, François",Personne,P264
"Bagueneau, Louis",Personne,P268
Ballet,Personne,P287
"Bantigny, Jacques",Personne,P295
"Barat, François",Personne,P311
"Baraton, Pierre",Personne,P313
"Barbe, François",Personne,P322
"Barbe, Jacques",Personne,P323
"Barbe, Jean",Personne,P324
Barbien,Personne,P332
"Barbin, femme",Personne,P337
"Bardet, Antoine",Personne,P350
Bardon,Personne,P353
Barentin,Personne,P363
"Barrailh, de",Personne,P382
"Barreau, Philippe",Personne,P390
"Bastard, Jean",Personne,P417
"Bataillart, Didier",Personne,P427
"Baudouin, Pierre",Personne,P448
"Baudry, de",Personne,P454
Baule,Personne,P460
"Bavière, comte de",Personne,P471
"Beaucourt, Jules",Personne,P496
"Beaugezy, Etienne",Personne,P500
"Beauharnais, de, madame",Personne,P509
"Beauharnais, Marquis de",Personne,P506
"Beaulieu-Thivas, de",Personne,P527
"Beaumarchais, de",Personne,P532
Beauregard de Mondélis,Personne,P548
"Beauvais, de, fils",Personne,P565
"Belingant, de",Personne,P604
"Bellebrune, de",Personne,P615
"Bellefontaine, de",Personne,P624
Bellin,Personne,P632
"Belliveau, de",Personne,P644
"Belloquin, fils",Personne,P646
"Belloquin, père",Personne,P647
"Belugard, de",Personne,P669
"Benneville, de",Personne,P683
"Benoist, René",Personne,P688
"Beringhen, dame",Personne,P702
"Beringuier, Joseph",Personne,P703
Berlière,Personne,P704
"Bernard, Jacques",Personne,P716
"Bernard, Pierre",Personne,P717
"Bernard, Pierre, dis Bordelais",Personne,P718
Bernoudy,Personne,P731
"Bertaud, Pierre",Personne,P738
"Bertaudry, Charles",Personne,P739
"Bertaut, Jacques",Personne,P742
Berteau,Personne,P744
"Bertet, Joseph",Personne,P749
"Berteville, de",Personne,P750
"Berthelin, Jacques",Personne,P753
"Berthelot, Jeanne",Personne,P760
"Berthelot, Mathias",Personne,P761
"Bertiquet, Dominique",Personne,P771
"Bertrand, Antoine",Personne,P774
Bestel,Personne,P790
"Béthune, mademoiselle de",Personne,P1544
"Béthune, marquis de",Personne,P1545
"Bienville, de",Personne,P813
"Bigot, de la Motte",Personne,P822
Bijon,Personne,P826
"Biraud, françois",Personne,P854
Bitau,Personne,P864
Blanchet,Personne,P884
"Blanchet, Jean",Personne,P888
Blanfort,Personne,P891
"Blénac, monsieur de",Personne,P916
"Bobé, Descloseaux",Personne,P919
"Bodin, Louis",Personne,P924
Boër de Saint-Léger,Personne,P1275
Boilève,Personne,P927
Boinot,Personne,P930
Boisdoré,Personne,P949
"Boisfremy, Pierre-Simon",Personne,P953
"Boispineau, de",Personne,P972
Boisquet,Personne,P975
Boisrond d'Orignac,Personne,P984
"Boisrond, de",Personne,P986
"Boissimen, chevalier de",Personne,P999
"Bonin, François",Personne,P1029
"Bonnamy, Jacques",Personne,P1037
"Bonnaudeau, Jean",Personne,P1038
"Bonne, Michel",Personne,P1045
"Bonneteau, André",Personne,P1071
Bosse,Personne,P1116
Bottereau,Personne,P1122
Bouchaud,Personne,P1127
"Bouchet, Michel",Personne,P1134
"Bouchillon, fils",Personne,P1138
"Bouchillon, Mlle",Personne,P1137
"Bouet, Alexis",Personne,P1146
Bougeard,Personne,P1149
Boulleville-Orcher,Personne,P1168
"Bouquet, Jean",Personne,P1177
Bourasseau,Personne,P1178
"Bourgeois, Pierre",Personne,P1194
"Bourget, Louis",Personne,P1200
"Bourget, Pierre",Personne,P1201
"Bourget, Simon",Personne,P1202
Bouriau,Personne,P1209
"Boutin, antoine",Personne,P1242
"Boutinon, Roch, dit Belle fleur",Personne,P1244
"Bouttevillain, Nicolas-Savinien, dit Desmaretz",Personne,P1249
"Bouville, de",Personne,P1258
"Brandeau, Estter",Personne,P1294
"Brant, Henri",Personne,P1297
Bréart alias Bréard,Personne,P1435
Bréchard alias Bréchart,Personne,P1437
"Bréda, de",Personne,P1439
Brédeau,Personne,P1440
"Bréhan, de",Personne,P1441
Brémond alias Brémont,Personne,P1446
"Brétauville, Chevalier de",Personne,P1451
"Brétauville, de",Personne,P1452
"Breteuil, Marquis de",Personne,P1335
"Bréthé, J. Victor",Personne,P1453
"Briamand, Jean",Personne,P1348
"Briamant, Guillaume",Personne,P1349
"Brianceau, Demoiselle Angélique",Personne,P1351
"Brion, Vincent",Personne,P1361
Brisset,Personne,P1367
"Brochard, Jean",Personne,P1378
"Brochart, Michel",Personne,P1379
"Brossart, André",Personne,P1391
"Brossart, Pierre",Personne,P1392
"Brou, de",Personne,P1398
"Brouage, de alias Brouage",Personne,P1399
Broutin,Personne,P1404
Brugy,Personne,P1411
Brunet de la Roche,Personne,P1421
"Buffière, Pierre",Personne,P1455
"Buffon, M. de",Personne,P1456
"Bureau, Paul",Personne,P1470
"Cadeville, M. de",Personne,P1561
"Cailly, madame",Personne,P1584
"Calabrun, Isidore",Personne,P1586
"Calmeil, de",Personne,P1594
"Cambaud, Pierre",Personne,P1602
"Cambis, Comte de",Personne,P1603
"Camboulan, Chevalier de",Personne,P1604
"Cambourg, de",Personne,P1606
Caperon,Personne,P1627
"Caron de La Roche, M. a.",Personne,P1647
"Carrot, Vincent",Personne,P1659
"Cartier, Jean",Personne,P1664
"Cartron, François",Personne,P1670
Casalon,Personne,P1673
Castagnier alias castanier,Personne,P1680
"Castelconnel, Chevalier de",Personne,P1688
"Castillon, de",Personne,P1694
"Catelin, Isidore",Personne,P1699
"Caumont, Chevalier de",Personne,P1705
"Caumont, Pierre",Personne,P1707
"Caussin, dit Dubois",Personne,P1710
"Caux, de",Personne,P1715
Cazemajour,Personne,P1730
"Cerclé, Louis",Personne,P1739
"Cerné, veuve",Personne,P1740
"Chabot, de",Personne,P1764
"Chadouteau, Jacques",Personne,P1770
"Chala, Louis dit Déluge",Personne,P1782
Chalbois,Personne,P1786
"Champagne, Henry",Personne,P1810
"Champeure, Jacques dit La Chapelle",Personne,P1816
"Chancy, de",Personne,P1839
"Chantenay, de",Personne,P1845
"Chaon, de",Personne,P1853
"Charanville, de",Personne,P1872
"Charanville, de, fils",Personne,P1873
"Chardin, Jacques dit Bras-de-fer",Personne,P1876
Charest,Personne,P1879
"Charles, le Père Capucin",Personne,P1890
Charlet,Personne,P1891
Charlot de Granville,Personne,P1898
"Charpentier, Charles",Personne,P1917
"Charreau alias Chareau, Marguerite",Personne,P1919
"Chartier, Jean",Personne,P1931
"Chasseur, de",Personne,P1940
"Chassy, Moreau de",Personne,P1945
"Chastelus, de",Personne,P1964
"Chastenoye, de",Personne,P1967
"Chastulé, de",Personne,P1971
"Chataugué, de",Personne,P1972
"Chateauneuf, de",Personne,P1986
"Chateauneuf, Monsieur de",Personne,P1985
Chaudruc,Personne,P2000
"Chauveau, Elisabeth",Personne,P2014
Chauvereau,Personne,P2017
Chauvet du Breuil,Personne,P2022
Chauvin,Personne,P2028
"Chauvin, Jean",Personne,P2029
"Chavannes, de",Personne,P2038
"Chavigny, de",Personne,P2043
"Chaviteau, veuve",Personne,P2048
"Cherotel, Guillaume",Personne,P2060
Cheureau,Personne,P2067
Chevaleau,Personne,P2072
"Chevalier, Thomas",Personne,P2082
"Chevet, Jacques",Personne,P2085
Chevreau de la Davidière,Personne,P2096
"Chézac, de",Personne,P2157
"Chieuves, de alias Chieuvres",Personne,P2111
Choquain de Lessart,Personne,P2127
"Chotard, Marie",Personne,P2134
"Chotard, Nicolas",Personne,P2135
Claëssen,Personne,P2190
"Clairefontaine, de",Personne,P2167
Clairin-Deslauriers,Personne,P2169
Clairton,Personne,P2170
Clancy,Personne,P2173
"Clare, comte de",Personne,P2179
Claudefort,Personne,P2182
Claveau,Personne,P2184
Clerton,Personne,P2206
"Coeffier, François",Personne,P2227
Cohadon,Personne,P2233
Coindreau,Personne,P2239
Colesson de Villeneuve,Personne,P2246
"Colin, Jean",Personne,P2248
"Combes, l'abbé de",Personne,P2263
"Combourt, de",Personne,P2265
"Combre, de",Personne,P2266
"Commiré, Nicolas",Personne,P2269
Confoulant,Personne,P2282
"Conteneuil, de",Personne,P2299
"Conty, Princesse de",Personne,P2305
"Corbiers, de",Personne,P2311
Corcial,Personne,P2316
"Cordier, Gabriel",Personne,P2321
Cornette,Personne,P2328
"Cosse, Bernard",Personne,P2340
Cottard,Personne,P2348
"Coulange, de",Personne,P2358
"Coulomme, de",Personne,P2367
"Counidat, Jean",Personne,P2371
"Courbon, de",Personne,P2384
"Courbon-Blénac, de",Personne,P2387
"Courcier, Jean",Personne,P2393
Courtain,Personne,P2412
Courtin du Plessis,Personne,P2417
"Cousage, de",Personne,P2425
Coustard,Personne,P2431
Coutteau,Personne,P2441
"Couturier, l'abbé",Personne,P2446
"Cremont, de",Personne,P2465
"Crézol, de",Personne,P2492
Crochet,Personne,P2476
Cubec,Personne,P2493
"Culant, M. de",Personne,P2498
D'Albon alias D'Albond,Personne,P2525
Daitz de Polyé,Personne,P2664
D'Angervilliers,Personne,P2539
Daleret,Personne,P2671
Daloüe alias Daloux,Personne,P2680
Dancel,Personne,P2687
Dané,Personne,P2718
Dangé,Personne,P2699
Dangirard,Personne,P2695
Danguindau,Personne,P2697
"Daniaud, Charles",Personne,P2702
"D'Angony, Marquis",Personne,P2541
"D'Anqueville, Chevalier",Personne,P2543
"D'Antin, Marquis",Personne,P2544
Dannezay,Personne,P2707
Dano,Personne,P2708
D'Archambaut,Personne,P2551
"D'Asfeld, Maréchal",Personne,P2562
Darnaud,Personne,P2736
D'Aubigny,Personne,P2565
D'aubigny,Personne,P2647
Daugé,Personne,P2760
"Daugeard, le Président",Personne,P2759
Daviaud,Personne,P2775
"David, Gabriel",Personne,P2784
Declieu,Personne,P2799
"Delacombe, l'abbé",Personne,P2828
Delacorne,Personne,P2829
"Delamer, fils",Personne,P2850
"Delamer, père",Personne,P2851
"Delas de Ravetto, Michel",Personne,P2857
Delasalle-Desgouttes,Personne,P2858
De L'Isle-Beauchêne,Personne,P2793
"De L'Isle, Laurent",Personne,P2792
"Delbrouque, Lynace",Personne,P2869
"Delouche, François",Personne,P2884
D'Erchigny,Personne,P2582
D'Erneville,Personne,P2583
Desanclaves,Personne,P2933
Desauniers,Personne,P2942
"Deschevaux, André",Personne,P2968
Desclozeaux,Personne,P2975
Descouraux,Personne,P2980
Descoyeux de Fouras,Personne,P2983
"Descoyeux, madame",Personne,P2984
Des Herbiers de l'Etanduère,Personne,P2926
"Desgouttes-Lasalle, Marquis",Personne,P3012
"Desgouttes, Comte",Personne,P3008
Deslongchamps,Personne,P3035
D'Esprémenil,Personne,P2595
"D'Hays, Jean",Personne,P2614
Després,Personne,P3071
Desrozes alias Des Roses,Personne,P3077
Devaux de La Martinière,Personne,P3092
Diedrich,Personne,P3109
"Dières, fils",Personne,P3129
"Dières, père",Personne,P3130
D'Irumberry,Personne,P2629
"Dizé, François alias Dizay",Personne,P3126
"Dizé, Pierre",Personne,P3127
"Do, Chevalier",Personne,P3132
D'Orgeville,Personne,P2638
"D'Orgeville, Madame",Personne,P2639
"D'Orgon, Chevalier",Personne,P2640
D'Ortubie-Fagosse,Personne,P2642
Domengé,Personne,P3137
"Dorigné, Pierre",Personne,P3158
"D'Orvilliers, l'aîné",Personne,P2644
Doumerc,Personne,P3175
Doussin,Personne,P3179
"Douteau, Pierre dit La Giroflée",Personne,P3183
Doyal,Personne,P3187
"Dozigny, Chevalier",Personne,P3188
"Drouin, Jean-Charles",Personne,P3202
Dubas,Personne,P3212
Dubois de Maguillé,Personne,P3222
Duboullay,Personne,P3236
Dubreuilh,Personne,P3253
"Du Cruiset, Marquis de Richerand",Personne,P3205
Dubuelay,Personne,P3262
"Ducroc, Jean dit Chevalier",Personne,P3307
"Dufay, Etienne-Philippe",Personne,P3324
Dugemeau de Ville,Personne,P3346
"Dujol, frères",Personne,P3367
Dulinois,Personne,P3375
Dumesnil-Norey,Personne,P3402
Dumolin,Personne,P3412
Duparquet,Personne,P3441
"Dupassage, Chevalier",Personne,P3446
Dupayré alias Du Peyré et Du Péré,Personne,P3453
"Duplessis, Fabert",Personne,P3478
"Duplessis, Mesquin",Personne,P3479
Duponcel,Personne,P3486
"Dupont, Jean",Personne,P3493
"Dupuy, feu",Personne,P3521
"Dupuy, Gombert",Personne,P3519
Duquesnel,Personne,P3530
"Durand, Joseph",Personne,P3543
Durieux,Personne,P3561
Duroy,Personne,P3579
Dussaux alias de Saux,Personne,P3587
Dussein,Personne,P3588
Duteillou,Personne,P3594
"Duval, Louise",Personne,P3612
"Duverbois, sieurs",Personne,P3618
"Emonnet, Etienne",Personne,P3700
Encker,Personne,P3702
Enecker,Personne,P3704
Eno,Personne,P3705
Euecher,Personne,P3725
"Fabvre, Pierre",Personne,P3732
Falourd,Personne,P3741
"Faucheux, J.B.",Personne,P3753
"Faure, Denis",Personne,P3759
"Faure, Pierre",Personne,P3762
Faurez,Personne,P3765
"Favard, Pierre",Personne,P3773
"Fayet, de",Personne,P3785
"Febvre, Germain",Personne,P3786
"Ferrary, de",Personne,P3815
Ferrière,Personne,P3820
"Février, Jean",Personne,P4071
Fichon,Personne,P3837
Filloux,Personne,P3846
Finion,Personne,P3847
Fiou,Personne,P3848
"Fleuret, Pierre",Personne,P3861
"Fleury, Etienne",Personne,P3867
"Fontais, de",Personne,P3893
"Fontriveau, de",Personne,P3917
"Forant, de",Personne,P3929
Forcet,Personne,P3936
"Forget, Pierre",Personne,P3947
"Fort, Claude",Personne,P3951
Foucaut,Personne,P3964
"Foucquet, de",Personne,P3972
Fouquet de Bouchefolière,Personne,P3978
"Fouquet, Chevalier",Personne,P3979
Fourcroy,Personne,P3985
"Fourment, de",Personne,P3989
Fournier,Personne,P3995
Fourques,Personne,P4000
Fourré,Personne,P4001
"Fradin, Jean",Personne,P4010
"Fradin, Veuve",Personne,P4011
"Fragniaud, François",Personne,P4015
"Framery, Jacques",Personne,P4016
Francesqui,Personne,P4019
"François, Joseph",Personne,P4029
Francy,Personne,P4022
Franssure de Villiers,Personne,P4026
"Fremery, Jacques",Personne,P4033
Froger de la Rigaudière,Personne,P4043
"Frouain, Madeleine",Personne,P4052
"Gabaret, de",Personne,P4088
"Gabilleux, Gilles",Personne,P4095
Gaborit,Personne,P4097
"Gabory, Jacques",Personne,P4100
"Gaillard, Jean dit La Violette",Personne,P4118
"Gallé, Jacques-Barthélemy",Personne,P4147
Gallet de Beauchêne,Personne,P4131
"Galliet, Pierre",Personne,P4135
Gallois,Personne,P4140
"Gallot, Louis",Personne,P4143
"Gamot, Louis",Personne,P4150
Gannat,Personne,P4158
"Garat, Pierre",Personne,P4165
Garceau,Personne,P4167
"Garnier, André",Personne,P4184
"Garnier, Jean-Baptiste",Personne,P4186
Gatumeau alias Gastumeau,Personne,P4215
"Gaucourt, de",Personne,P4219
"Gaulié, Catherine",Personne,P4241
"Gauthier, Jean",Personne,P4248
"Gautier, Catherine",Personne,P4252
Gautreau,Personne,P4259
"Gauville, de",Personne,P4267
"Gauvin, la nommée",Personne,P4268
"Gaybonnet, Jean",Personne,P4270
"Gelineau, André",Personne,P4279
Gendrier du Monceau,Personne,P4281
"Geneté, de",Personne,P4286
"Genioux, François",Personne,P4289
"Gennes, Comte de",Personne,P4292
Gerbé,Personne,P4312
"Geron, Nicolas",Personne,P4317
"Gersaint, Edine Gabriel",Personne,P4319
Gervais,Personne,P4320
"Gilbert, demoiselle",Personne,P4340
"Girard, Joseph",Personne,P4361
"Giraud, Jean",Personne,P4372
"Giraud, René",Personne,P4375
"Gisneard, dit benoît",Personne,P4394
"Givry, Hilaire",Personne,P4400
"Glapion, Chevalier de",Personne,P4403
"Glapion, de",Personne,P4404
Glatigné-Delaval,Personne,P4405
Godard,Personne,P4408
"Godefroy, François",Personne,P4411
"Goguin, Louis",Personne,P4425
"Goison, feu",Personne,P4428
Golocheau,Personne,P4430
Goossens,Personne,P4447
"Goron, François",Personne,P4451
Goual-Hervant,Personne,P4457
"Goués, Renaud",Personne,P4501
"Gouignon, Jean",Personne,P4466
Gouineau,Personne,P4467
Goulliart,Personne,P4473
Gourau de la Blanchardière alias Gouraud,Personne,P4476
Grandidier,Personne,P4526
"Grandmaison, de",Personne,P4531
Granet,Personne,P4544
"Granville, de",Personne,P4552
"Graslée, de Ribéroux",Personne,P4554
"Grégoire, François",Personne,P4628
"Grellier, François Richard",Personne,P4569
"Grenier, alexandre",Personne,P4572
