nom,type,ID
Coutel de,P,P2438
Couturier,P,P2443
Couvey de,P,P2447
Creil de,P,P2460
"Cremon, Pierre",P,P2463
"Cresmier, Jacques (alias Cresnier)",P,P2468
"Crespeau, Etienne",P,P2471
"Crosnier, claude",P,P2485
Cucuremon dit Du Bois,P,P2494
Cugnet,P,P2496
Cullant de,P,P2502
Cumont de,P,P2505
D'Agrain Comte,P,P2513
"D'Aguerre, Pierre",P,P2515
D'Aguesseau,P,P2516
D'Ailly M. le Commandeur,P,P2519
D'Albon Madame,P,P2524
D'Aligré,P,P2528
D'Andrezel,P,P2537
D'Appougny,P,P2547
D'Ars Marquis,P,P2558
D'Asfeld Marquis,P,P2561
D'Astour,P,P2563
D'Aubigny Madame,P,P2566
D'Aumale Comte,P,P2571
D'Entragues Chevalier,P,P2579
D'Eragny  Marquis,P,P2581
D'Escoublanc de Gillant,P,P2588
D'Escoublanc Desormaux,P,P2587
D'Escoyeux de Fouras,P,P2590
"D'Estournelles, Harsant",P,P2599
D'Estrées le Maréchal,P,P2600
D'Hariette,P,P2610
D'Hautefort Marquis,P,P2613
D'Illeau,P,P2624
D'illiers Comte,P,P2652
Dahuet,P,P2657
Dajat,P,P2665
Dalens,P,P2668
"Daligaud, Georges",P,P2675
Danglars,P,P2696
"Daniaud, Louis",P,P2703
Darcanval,P,P2727
Darius,P,P2733
Dartaguiette d'Houralde,P,P2743
Daumergue,P,P2766
"David , Pierre",P,P2779
David du Bois,P,P2783
Day Derville,P,P2790
Decharon,P,P2796
Deheere de Villemin,P,P2821
"Delacroix, Abraham",P,P2838
"Delage, Léonard",P,P2845
Delause,P,P2863
Delavasse,P,P2864
Delbac,P,P2867
Delot des Moulins,P,P2880
Deluns,P,P2886
Demaxy,P,P2888
Denis,P,P2896
Depons,P,P2903
Derveaux Hardouin,P,P2910
"Derville, Christophe",P,P2914
Desbarballières,P,P2945
Deschamps de Tonnay Charente,P,P2959
Deschamps dit La Feuillade,P,P2960
Deschapelles Putreau,P,P2963
Deschassy,P,P2966
Descombes,P,P2976
Deserable,P,P2990
Desfossés,P,P2996
Desglaireaux Demoiselle,P,P3000
"Desgouttes, Lasalle",P,P3009
Deshayes,P,P3024
Desjumeaux,P,P3030
Desmarattes,P,P3038
Desmons,P,P3047
"Desnier, Elisabeth",P,P3053
Desplasses,P,P3065
Despreaux Dognez,P,P3068
Desroches,P,P3075
Desrouches,P,P3076
Desruaux,P,P3078
"Dessolles, Pierre",P,P3079
Deville ,P,P3099
Deygat (alias Deigat),P,P3101
Didon Meissac,P,P3106
Dirier,P,P3120
Diron,P,P3122
Dodun Le Président,P,P3136
Dominique de La Marche,P,P3139
Donnay de,P,P3143
Doraison,P,P3146
"Doreau, Pierre",P,P3150
Doury,P,P3177
Drouard,P,P3196
Dubaisel (alias Du Bleselle),P,P3211
Dubois de Maquillé,P,P3224
"Dubois, Guillaume",P,P3226
Duboucheau,P,P3232
Dubourdet Chevalier,P,P3239
"Dubourg, Jeanne",P,P3242
Ducaillaut,P,P3268
Ducanet,P,P3269
Ducartron,P,P3271
"Ducastel, Louis",P,P3274
Duchon,P,P3290
Duclerc Demoiselle,P,P3293
Duconseil,P,P3298
Ducorneau,P,P3299
Ducoudray Guymont,P,P3302
Dudeffand,P,P3308
Dufay d'Issoudun,P,P3322
Duforillon,P,P3327
Dugas,P,P3339
Dugast de Lunan,P,P3341
"Duguay, Louis",P,P3351
"Duguay, Madeleine Esther",P,P3352
Dujoncheray du Bois,P,P3368
Dulau,P,P3370
Dulau de Seulette,P,P3372
Dumené,P,P3394
Dumesnil Norey,P,P3396
Dumesnil Roland,P,P3397
Dumont Labrie,P,P3415
"Dumont, J.R Benjamin",P,P3418
Dumouchet de Vilainville,P,P3425
Dupart,P,P3442
Dupayrat de Majainbos,P,P3452
Duplessis Fabert,P,P3470
Duplessis Faucherie,P,P3471
Duplessis Geffrard,P,P3472
Duportail,P,P3500
Dupuy (Cochon Du Puy),P,P3512
Duqesne,P,P3523
Durant,P,P3547
Durastet,P,P3552
Durepaire,P,P3556
Durival,P,P3562
Duriveau,P,P3569
Dutastet,P,P3591
"Dutour, Antonie dit Sans-Souci",P,P3604
"Dutrec, Georges dit Beauvisage",P,P3606
"Duval, Jean",P,P3611
Duvigné,P,P3633
"Duvivier, Dame",P,P3638
"Escoubet, Jean",P,P3713
Fage,P,P3733
Falaise Dame de,P,P3738
Falanier,P,P3740
Fargès,P,P3748
Faucherie,P,P3752
Faureau,P,P3763
Faurès Grivollière,P,P3767
"Favereau, André dit Saint Georges",P,P3776
Fay,P,P3782
"Fenis, de",P,P3795
"Fermy, Jean",P,P3803
"Ferrand, Pierre d'Oléron",P,P3809
Ferrarois Demoiselle,P,P3812
"Ferret, Charles",P,P3817
"Feuquières, Chevalier de",P,P3833
Figerou,P,P3840
"Figuares, Chevalier de",P,P3841
Flandoin,P,P3857
Florenceau,P,P3870
"Fondelin, de",P,P3888
"Fontais, de ",P,P3894
"Fontanieu, M. de",P,P3896
Fontel,P,P3898
"Fontenay, de",P,P3904
"Fontès, de",P,P3920
Fortier,P,P3956
Fouché,P,P3971
Fougas,P,P3973
"Fougeron, François",P,P3976
Fourier,P,P3988
"Francine, de",P,P4021
"Francy, de",P,P4024
"Fredonnet, Vincent",P,P4032
"Fremy, Jean",P,P4034
"Froulay, de",P,P4054
Furet,P,P4061
"Furet, françois",P,P4062
"Gabaret, Chevalier de",P,P4086
Gabe,P,P4090
Gabory,P,P4098
Gabriet,P,P4102
"Gaillart, Roch",P,P4120
Galabin,P,P4121
"Galant, François",P,P4122
"Galiffet, de",P,P4127
"Gallain, François",P,P4128
"Gand, M. de",P,P4151
"Gandeloup, de",P,P4152
Gardet,P,P4169
"Gardet, antoine",P,P4171
"Gardet, Pierre",P,P4170
Garelle,P,P4174
"Garlandier, Pierre",P,P4177
"Garnaud, Jean",P,P4178
"Garnier, Etienne",P,P4185
"Gas, Jean dit La Forge",P,P4192
"Gasperne, de",P,P4202
Gastebois,P,P4206
"Gaston, Jean",P,P4212
"Gattebois, le Père Jésuite",P,P4214
Gaubertin,P,P4216
"Gaudemar, de",P,P4222
"Gaudin, Adrien",P,P4225
Gaudion de la Vennerie,P,P4231
"Gaudion, Jean",P,P4232
"Gautier, Joseph",P,P4254
"Gauvery, de",P,P4265
Geffrad,P,P4277
"Gellé, Pierre",P,P4280
Gély,P,P4780
Gendron,P,P4282
"Gendron, Pierre",P,P4283
"Genevais, André",P,P4288
Gennes de,P,P4290
"Genneteau, Léonard",P,P4298
"Gentien, de",P,P4300
"Geoffroy, Jean dit La Douceur",P,P4306
"Georget, François",P,P4309
"Gervaux, Jean",P,P4323
"Gibanel, de ",P,P4329
"Gibanet, de",P,P4331
"Gibault, Elisabeth",P,P4333
Gillot,P,P4351
Gilly,P,P4352
"Girard de Vallange, Gaspard",P,P4359
Girardin,P,P4364
"Giraud, Nicolas",P,P4373
"Giraud, Pierre",P,P4374
Girault,P,P4380
"Gitton, Jean",P,P4398
"Godemart, de",P,P4414
Gohié,P,P4426
"Gonault, Laurent",P,P4445
"Gouault, Laurent",P,P4458
Goudeau,P,P4461
Goufier,P,P4463
"Gouldriau, Jean",P,P4469
"Gourbière, Pierre",P,P4479
Gourville de,P,P4489
Goury,P,P4492
"Gouye, Le Père",P,P4497
"Grabeuil, Pierre",P,P4508
"Grandchamps, de",P,P4524
"Grandpré, M. de",P,P4535
"Grandville, de",P,P4541
"Grasset, Bernard",P,P4556
Grauveret,P,P4561
Grillet,P,P4590
"Grillet, Nicolas",P,P4591
"Grivolière, Faurès",P,P4596
Grivoloère,P,P4598
"Grode, Jean",P,P4600
"Grollier, Pierre",P,P4604
"Grosset, Jean",P,P4614
Grou,P,P4616
Grouchy de,P,P4617
"Grouchy, Pierre",P,P4618
"Grove, Jean",P,P4621
Gruyn,P,P4625
"Guérin, Jean, de Chaillevette",P,P4768
Gueroard,P,P4644
Guerreau,P,P4647
"Guichard, Jean",P,P4662
"Guillain, André",P,P4678
Guillelmy,P,P4685
"Guillet, Auguste de Chaumont",P,P4691
"Guillet, Jean",P,P4693
"Guimberteau, Louis",P,P4721
"Guindet, Samuel",P,P4724
Guiot,P,P4729
"Guiton, Jean",P,P4735
Harfdy,P,P4800
Hautefort Marquis de,P,P4810
"Hazon, Marie et Catherine (alias Ason)",P,P4819
Hèbre,P,P4906
Hélissant,P,P4913
Hennequint,P,P4829
"Héraud, Ollivier d'Oléron",P,P4918
"Héraud, René",P,P4919
Herpin,P,P4839
Hersant (alias Hersent),P,P4843
Hiché,P,P4853
Houel,P,P4870
Huart,P,P4875
Huet,P,P4882
Huet de La Poirière,P,P4883
Huet de Vandosme,P,P4884
Hugues,P,P4890
"Hydras, Jean dit La Tremblade",P,P4905
"Imbert, François",P,P4934
"Imbert, Jacques",P,P4935
"Imbert, Jean",P,P4936
Izabeau,P,P4940
Jacaut,P,P4943
Jacob,P,P4944
"Jacquard, Charles",P,P4947
Jacquault,P,P4949
Jacques de La Corte,P,P4952
Jamain,P,P4959
"Jame, Jean",P,P4961
Janin,P,P4970
"Jarnac, Comte de",P,P4977
Jary,P,P4983
"Jauillière, de",P,P4985
"Jégaud, Guillaume",P,P5090
"Jeverdat, Desmoulins",P,P5000
Joly de Fleury,P,P5017
"Jonchée, de",P,P5020
"Joubert, Bernard",P,P5042
"Joubert, Jacques sieur de Long",P,P5044
"Jousseaume, Jeanne",P,P5053
Jousselin de Marigny,P,P5054
Jouvenon,P,P5059
Jouÿ La minoze,P,P5062
Joyeux de,P,P5066
Jullien,P,P5082
"Kearny, de",P,P5094
"L'Epinay, de",P,P5108
"L'Espervanche, Chevalier de",P,P5113
"L'Estang, de",P,P5115
"L'Estoile, de",P,P5117
"L'Etenduère, de",P,P5122
Labastide,P,P5240
"Laberie, Arnault de Beauregard Saint-Clair",P,P5258
Labernardais,P,P5259
Labertèche,P,P5261
"Laboittière, de",P,P5271
"Laborie, de",P,P5282
Labouchardière,P,P5285
"Labouchetière, de",P,P5287
"Laboularderie, de",P,P5288
"Labretèche, de",P,P5297
"Labuxière, de",P,P5315
"Lachesnaye, de",P,P5345
"LaClocheterie, de",P,P5225
"Lacointrie, de",P,P5361
"Lacorne, de",P,P5370
"Lacorre, Etienne",P,P5371
"Lacoste, de Villarsais",P,P5376
Lacrauze,P,P5388
"Lafalvère, de",P,P5407
Lafeuillade,P,P5421
"Lafillière, de",P,P5432
"Laflocellière, de",P,P5441
"Laflocellière, Marquis de",P,P5440
"Laforest, Dame de",P,P5451
"Lafoy, Jean",P,P5460
"Lafrégonnière, Gromier de ",P,P5463
Lafuge,P,P5467
"Lagalissonnière, Marquis de",P,P5473
"Lagarde, Antoine dit Du Bois",P,P5478
"Lagarde, Pierre",P,P5479
"Lagny, de",P,P5494
"Lagrange, Chevalier de",P,P5505
"Lagrivolière, de",P,P5516
Lagrivolière de,P,P5515
Laguerche de,P,P5521
"Laguerre, Jeanne",P,P5524
"Laharteloire, de",P,P5531
"Lahautemaison, de",P,P5534
"Lahaye, Philippe",P,P5539
"Lahéronnière, de",P,P5547
"Lajauclière, de",P,P5555
"Lajordanie, de",P,P5561
Lajoue,P,P5563
"Lallier, de",P,P5585
"Lalonde, Antoine dit franc-cœur",P,P5589
"Lalonde, dit sieur Antoine",P,P5590
"Lamaignière, Dame de",P,P5596
Lamalmaison de,P,P5609
"Lamanois, Lefebre",P,P5612
"Lamarche, R.P. Dominique de",P,P5614
Lamarque,P,P5617
Lamaye,P,P5630
Lambourg de,P,P5639
Lambrado (alias Lambrard),P,P5640
Lamet,P,P5642
Lamoignon de Courçon M. de,P,P5651
Lamorlière de ,P,P5659
Lamortière de,P,P5661
Lamothe Cadillac de,P,P5662
Lamothe de,P,P5663
Lamouche,P,P5688
Lamour,P,P5689
Landais Desoisel Chevalier,P,P5700
Landorte Baron de,P,P5705
"Laneau, Pierre",P,P5713
Lanefranc (alias Lannefranc),P,P5714
Langlade de,P,P5730
"Lanneau, Bertrand dit Soustron",P,P5746
Lanouïller,P,P5753
Lapérille de (alias La Pérelle),P,P5802
Lapigeonnière de,P,P5773
Lapigeonnière Des Chandeliers de,P,P5772
LaPoirière Huet de,P,P5226
Lapommeraye de,P,P5783
Laporte,P,P5786
Lapotterie de,P,P5796
Lapouplière de,P,P5799
"Lapresnière, Jean de",P,P5800
Larabastellerie de,P,P5803
Largenterie de,P,P5823
Larichardière de,P,P5825
Larigaudière de,P,P5831
Larivagerie de,P,P5836
Larochalart de,P,P5850
Laroche Saint-André,P,P5858
"Laroche, Pierre",P,P5865
Laronce de,P,P5876
Laronce Denis,P,P5875
Laroque,P,P5883
Laroue,P,P5889
Larougère de,P,P5892
Laroulais de (alias La Roulaye),P,P5893
Lartigue,P,P5902
Laruffinière de,P,P5906
Lasalle de,P,P5918
Lasalle Desgouttes,P,P5914
Lasalle Habas,P,P5915
Lasalvère de,P,P5927
Lasausaye Chevalier de,P,P5931
Lasauvagère de,P,P5937
Lassalle de,P,P5946
Latouche de,P,P5957
Latour de,P,P5971
Latour Gallois de,P,P5967
Latraverse Picarin de Savigny de,P,P5982
Laudouine Demoiselle,P,P5999
Launay de,P,P6007
"Laurence, Paul",P,P6022
Laurent,P,P6025
Lause de,P,P6030
Lavallière Marquis de,P,P6043
Lavannerie de,P,P6045
Lavarenne de,P,P6048
Lavau Saint-Etienne de,P,P6053
Law M. de,P,P6081
Lebaile,P,P6085
Lebée,P,P6116
"Lebel, Jacques",P,P6090
"Lebeuf, François",P,P6093
"Leblanc, Etienne et Jean-Baptiste",P,P6096
Lebrun de Saint-Vallier,P,P6114
"Leclerc, Jacques",P,P6123
"Lecomte, pierre",P,P6132
Ledran,P,P6141
Lefebvre,P,P6148
Leforestier Desmonts,P,P6155
Legac,P,P6169
Legal,P,P6170
"Legrand, Jean",P,P6185
Lelandais,P,P6196
"Lelarge, Pierre",P,P6199
Lemairat,P,P6203
"Lemaire, Jean",P,P6205
Lepoulletier,P,P6249
Leprince,P,P6251
Lestobec de,P,P6299
Lestrille de,P,P6304
Letemple Dereix,P,P6313
"Letou, J.B",P,P6315
"Levecot, Gabriel",P,P6331
Lévesque,P,P6555
Lhermitte,P,P6342
"Lhomont, Pierre",P,P6343
Lilleau de,P,P6368
Linars de,P,P6373
Lion,P,P6384
Lioncel de,P,P6386
Livernan de,P,P6394
"Livet, Christophe",P,P6398
Lizardais de,P,P6400
Logivière de,P,P6405
Longueil de,P,P6438
Longueval de,P,P6442
"Lopez de Paz, Philippe",P,P6445
Lossey de,P,P6464
Lostange Baron de,P,P6465
Louvergny du Peyrat,P,P6498
Louvigny de,P,P6500
Lubert de,P,P6514
"Luchet de la Rivière , Mademoiselle",P,P6524
Lusançay de,P,P6536
Mac-Silhie,P,P6568
Macary de (alias : Macharis),P,P6573
Macnemara de,P,P6586
Maheshihic,P,P6597
Maillou,P,P6613
Maisonneuve,P,P6628
"Malot, Pierre-Gilles dit Jancine",P,P6659
Malville de,P,P6667
Mandelot de Lossé (alias : de Lonay),P,P6674
Mandeville,P,P6675
Manis,P,P6683
Mannevillette M. de,P,P6685
Manois,P,P6687
Marbotin,P,P6693
"Marchadier, Jean",P,P6698
"Marchais, Georges",P,P6702
"Marchand, Etienne et Madeline",P,P6707
Marée,P,P6851
Marenne,P,P6727
Mareschal,P,P6729
Maret de La Loge (alias : de Lugé),P,P6732
"Marié, François",P,P6772
Mariette,P,P6745
Marigny de,P,P6747
Marolles de,P,P6781
Marouby,P,P6785
Marquely,P,P6787
Marquessac de,P,P6788
Marr Lord,P,P6792
Marseille de,P,P6797
Martel Chevalier de ,P,P6804
Marthon de,P,P6816
Marthou de,P,P6818
Martin-Dassance,P,P6837
"Martin, Jacques",P,P6828
"Martin, Jean dit La Forme",P,P6829
"Martin, Pierre",P,P6830
"Martray, Ildevert",P,P6846
Mascaris,P,P6852
Mascaron de,P,P6853
Masson Dame,P,P6871
Matay,P,P6886
Mathieu,P,P6888
Matho,P,P6890
Maupeou Chevalier de,P,P6921
Maureville Dame de,P,P6933
Maxy,P,P6946
Mazarin Duc de,P,P6957
Mège,P,P7412
"Ménard, François de",P,P7415
"Ménard, Louis",P,P7416
Mené de,P,P6989
Mennevilette Marquis de,P,P6982
Méré de,P,P7427
"Mesnard, Jean",P,P7019
Mestré Chevalier de ,P,P7034
Metey,P,P7036
Mezy M. de,P,P7054
"Michault, Charles",P,P7060
"Michel, Le Père Jésuite",P,P7072
Mignard,P,P7075
Milet de La Bordelière,P,P7080
Mille,P,P7085
Million (alias : Milon),P,P7087
Minaud (alias : Mineau),P,P7094
Miranzeau,P,P7105
Mitte,P,P7114
Moët,P,P7403
"Molinier de Pertigny, André",P,P7130
Monbault de,P,P7138
Moncrif,P,P7142
Moneau,P,P7150
"Monis, Paul",P,P7163
"Monneau, Jean",P,P7167
Monnereau,P,P7168
"Monnier, Pierre",P,P7170
Monseignat de,P,P7174
Monsigot Dame de,P,P7176
Montagnac de,P,P7178
Montalembert de,P,P7182
Montauban Princesse de,P,P7186
Montaudouin de,P,P7190
Montaudran dit Saint-Etienne,P,P7191
Montbat de,P,P7195
Montchevreuil de,P,P7202
Montclair de,P,P7205
Monthelon de,P,P7222
Monthon de Granval,P,P7226
Montigny,P,P7229
Montis de,P,P7233
Montlaur de,P,P7236
Montrioux de,P,P7254
"Moreau, Jean",P,P7294
"Moreau, Jean dit l'Anglais",P,P7295
Moriame de,P,P7305
Morienne de,P,P7308
"Morineau, Pierre",P,P7316
"Morisseau, Pierre",P,P7318
Morpain,P,P7331
"Motet, Mathurin (alias : Mothé)",P,P7349
Mouet,P,P7362
"Mouliner, André",P,P7369
"Mousnier, Pierre",P,P7385
Moyencourt de,P,P7394
"Nadeau, Julien",P,P7439
"Naudet, François",P,P7453
Naulet,P,P7460
Neau,P,P7469
"Nebout, Jean",P,P7474
Neret,P,P7482
Neuville de,P,P7489
"Nicolas, Guillaume",P,P7502
Noailles Duc de,P,P7514
Noé Chevalier de,P,P7574
Nogent de,P,P7520
Noguez,P,P7522
"Nollet, Jean",P,P7537
Norbert Guillyn,P,P7542
"Norisson, Jacques",P,P7550
Nougues,P,P7562
"Noyé, Pierre",P,P7571
Odon-Desgouttes,P,P7589
Pagès et Fleury,P,P7631
"Pain, Pierre",P,P7635
Pajaud,P,P7636
Panier ,P,P7649
Pannontier,P,P7650
"Papin, Elie",P,P7655
Parcheminier,P,P7662
"Parent, Didier dit La Lime",P,P7670
"Parent, Michel",P,P7671
Pascal (alias : Pasqual),P,P7685
Pascaud (alias : Pascault),P,P7689
"Pasquet, Joseph",P,P7700
"Peau, André",P,P7727
Peaudière de,P,P7729
Péchagut,P,P8131
Pegaut,P,P7736
Pelerin,P,P7739
"Pelletier, Guillaume",P,P7755
Peltan,P,P7764
Pensens de,P,P7776
Peredo Mademoiselle de,P,P7791
"Perrin, Alexis Bonaventure",P,P7808
"Perrin, Jean",P,P7809
Perrinet,P,P7813
Perron (alias : Péron),P,P7819
Persin de,P,P7827
Perth Duc de,P,P7833
"Pessou, André",P,P7836
Petit Dame,P,P7841
Peuple,P,P7860
"Piat, Jean",P,P7884
"Picard, Zacharie",P,P7889
Pick,P,P7897
"Pilard, François dit La Douceur",P,P7910
"Pinaud, Jean",P,P7922
Pionsac M. de,P,P7941
Piou,P,P7946
Piron,P,P7949
"Piron, Jeanne",P,P7950
Piston,P,P7952
Planchemeunier de La Lande de,P,P7962
"Platon, David",P,P7969
Pointel de La Bergerie,P,P7983
Polignac de,P,P7996
"Pomier, François",P,P8008
Pons de,P,P8020
"Pons, Jacob",P,P8021
"Pons, Princesse de",P,P8022
Ponsery de,P,P8025
Ponthieu Chevalier de,P,P8036
Pontmarois de,P,P8039
Porcheron,P,P8045
Pousauges Marquis de,P,P8076
Préanval de,P,P8112
Preaux-Dognez,P,P8085
Preteseille,P,P8088
Primaigné,P,P8093
Putigny de,P,P8122
Querquelin de ,P,P8151
Quinaut,P,P8161
Radouay de,P,P8181
Raguienne de,P,P8186
"Rambaud, Pierre",P,P8195
Rambault (alias : Rambaud),P,P8198
Ramet Le Père,P,P8208
Ramezay de,P,P8210
"Ramier, François",P,P8213
"Rampault, François",P,P8214
"Rapiat, Pierre",P,P8231
Ratteau,P,P8240
Raymond Du Carlot,P,P8256
Réals Chevalier de,P,P8611
Reat,P,P8267
Rémonville de,P,P8625
"Renaud, Jean",P,P8298
"Renaudin, Thomas",P,P8305
Reneteau Demoiselle,P,P8312
Renon de,P,P8316
Ressons de,P,P8325
Reverdy de,P,P8330
Richebourg M. de,P,P8358
Ricouart,P,P8368
Ricouart Chevalier de,P,P8369
Ridasse,P,P8376
Rigault,P,P8380
"Ringuet, Pierre dit La Jeunesse",P,P8388
Riorteau,P,P8390
Riveaud (alias : Rivaud),P,P8397
"Robert, Marie",P,P8417
"Roch, Pierre",P,P8432
Rochalar Chevalier de,P,P8433
Rochambault de,P,P8436
Rochechourd de,P,P8444
Roderic de Vérac de,P,P8453
"Rodrigue, Etienne dit Saint-Louis",P,P8457
"Roland, Gabriel",P,P8466
Roquelaure Duchesse de,P,P8495
Roqueserrière de,P,P8496
"Rose, André",P,P8498
"Rosigat, Etienne",P,P8500
Rossel de,P,P8503
Rougeon,P,P8520
"Rougeon, Pierre di Saint-Sauveur",P,P8521
"Roullier, Jean",P,P8534
Rouquette,P,P8535
Rouvière,P,P8555
Rouville de ,P,P8553
"Roy, Pierre",P,P8575
"Rozier, Charles",P,P8585
"Ruffin, Antoine dit Boulonnais",P,P8589
"Sabatier, Pierre",P,P8635
Sabran de,P,P8638
Sabran-Darian,P,P8639
Sabrevois de ,P,P8643
"Sagé, Dominique",P,P8656
Sagorry,P,P8655
Saint-Amant de,P,P8669
Saint-André de ,P,P8673
Saint-Cirice,P,P8689
Saint-Clair Chevalier de,P,P8691
Saint-Clair de,P,P8692
"Saint-Denis de Tierceville, François",P,P8697
Saint-Fort de,P,P8701
Saint-Gelais Chevalier de,P,P8703
Saint-Hilaire de,P,P8713
Saint-Hubert,P,P8717
Saint-Jacques,P,P8722
Saint-James de,P,P8723
Saint-Julien Chevalier de,P,P8726
Saint-Leger Despannes,P,P8730
Saint-Leger La Sausaye,P,P8731
Saint-Ours Chevalier de,P,P8767
Saint-Ovide de,P,P8768
Saint-Palais Chevalier de,P,P8773
Saint-Pern de,P,P8776
Saint-Pierre Comte de,P,P8778
Saint-Pouange Madame de,P,P8783
Saint-Simon Duc de,P,P8795
Sainte-Colombe de,P,P8814
Sainte-Hermine de,P,P8820
Sainte-Marthe de,P,P8826
Sainte-Maure Marquis de,P,P8829
Salagnac de,P,P8831
"Salesse, Pierre",P,P8841
Salignac de,P,P8844
Salles de,P,P8848
Salmon,P,P8850
Sandré Demoiselle,P,P8865
"Sanson, Jean",P,P8870
Sapineau,P,P8874
Sapy,P,P8875
Saujon de,P,P8898
Saulger,P,P8903
Saumery Comte de,P,P8905
"Saunier, François",P,P8909
Sauvent,P,P8923
Savigny de,P,P8938
Saxe-Gotha Prince de,P,P8947
Second,P,P8957
Segonzac Baron de,P,P8960
"Segretier, René",P,P8963
Selle de,P,P8979
Selles Demoiselle de,P,P8984
"Sellier, Antoine",P,P8985
"Semichon, Jacques dit Blois",P,P8986
Senneterre Marquis de,P,P8990
Sérigny de,P,P9135
Seuré,P,P9013
Signoret,P,P9022
Silvecanne de,P,P9032
"Simon, Joseph",P,P9036
"Simon, Pierre",P,P9037
Soissons de,P,P9056
Sommereau,P,P9058
Sonolet,P,P9059
Sorel de,P,P9064
Sorel Marquis de,P,P9063
Soubras de,P,P9078
Souvent,P,P9100
Taforret Demoiselle,P,P9144
Taillasson ,P,P9147
Taillevin,P,P9150
"Tamagnon, Hermitte",P,P9164
Tartas,P,P9174
"Temple, De Rex",P,P9199
Terrienne,P,P9209
Thois Chevalier de ,P,P9258
Thourette,P,P9273
"Tiersan, Marc",P,P9284
"Tieulet, François",P,P9286
Tilly de,P,P9293
Tivas,P,P9305
"Tivet, Pierre dit Desmoulins",P,P9307
Tonty,P,P9317
Torcy de,P,P9321
Toumier,P,P9343
Toussaint ,P,P9360
Tremureau,P,P9373
"Tripot, Sébastien",P,P9384
"Truc, Thomas",P,P9390
"Trucq, Jean",P,P9391
Trusseau Chevalier de,P,P9394
"Turbé, François",P,P9404
Turgot,P,P9407
Turle de,P,P9411
Tusseau Chevalier de,P,P9415
Vacquerolles,P,P9422
Valancourt de,P,P9428
"Valet, Bernard dit Saint-Palais",P,P9438
Valles de,P,P9451
Vallier,P,P9458
Valmenière de (alias : Valmenier),P,P9462
"Vandart, Pierre dit Saint-Vincent (alia : Vandas)",P,P9470
Vandosme-Huet (alias : Vendosme),P,P9477
Vandril Lefel,P,P9480
Vanolles de ,P,P9484
"Vantable, Michel",P,P9489
Vantil,P,P9490
Vaudreuil M. de,P,P9518
Vaumorant,P,P9539
Vaux-Mimars de,P,P9546
"Veillon, Jacques",P,P9557
Venderhult,P,P9563
"Venier de (alias : Veniers, Venière)",P,P9569
"Verdillon, André dit La Marche",P,P9578
"Verdon, Daniel (alias : Verdois)",P,P9579
"Verdon, Jean dit Dubuisson",P,P9580
Verduc,P,P9581
"Veret, André (alias : Verret)",P,P9582
"Veret, Bernard",P,P9583
Vergnault,P,P9586
Verville de,P,P9602
Viart-Lamirault,P,P9618
"Viau, Pierre",P,P9620
"Vien, Pierre",P,P9635
Vienne de,P,P9637
Vigaud,P,P9650
"Viger, Isaac",P,P9652
Vignaud,P,P9653
Villars,P,P9667
Villeray de,P,P9692
Villermin de,P,P9694
Villeroy Maréchal de,P,P9695
"Villeur, Jérémie",P,P9711
Villuisant de,P,P9730
"Vincent, Charles",P,P9738
"Voisin, Pierre dit La Franchise",P,P9766
Voisy,P,P9767
Voutron de,P,P9782
Vret,P,P9791
"Vret, Bernard",P,P9792
"Vrignaud, Pierre",P,P9795
Abbesse l’,P,P1
Acou,P,P11
Adrien Philibert,P,P16
Aleu Adrien,P,P36
Allain Jacques,P,P42
Allaire Esther,P,P47
Alleaume Nicolas,P,P55
Allenet Samuel,P,P59
Alquier de la Rambergue,P,P66
Amman,P,P83
Ange,P,P97
Angerant,P,P98
Antoine Jean,P,P106
Archambaud Pierre,P,P114
Archambault Jean,P,P115
Archary,P,P116
Ardillon Jean,P,P118
Ardouin Mathurin,P,P121
Armand Jacques,P,P128
Arnaud Jacques,P,P133
Arnaud   ,P,P132
Arnoult Jacques,P,P144
Artigues,P,P150
Aubruchet-Montolier Pierre,P,P177
Auday Martin,P,P182
Audiffredy,P,P187
Audifredy,P,P190
Aufray Louis,P,P199
Auger Louis,P,P202
Augeraud François,P,P208
Augereau François,P,P209
Autrusseau Jean,P,P227
Avoine André,P,P235
Babaud,P,P244
Babin Jacques,P,P250
Bachedergue Jean,P,P259
Badeau Jacques et Fabien,P,P265
Baillon,P,P276
Balan Jacques,P,P282
Balmane de Carmain,P,P290
Banville de,P,P296
Baran Amable,P,P306
Barat Nicolas,P,P310
Baraudin de,P,P315
Barbier de Vouillay,P,P334
Bardet Simon,P,P348
Bargeau Jean,P,P365
Bariat Michel,P,P366
Barillon Etienne,P,P368
Barré Charles ,P,P406
Barrère de,P,P405
Barret Jean,P,P393
Barrilly de,P,P398
Barrisson Jean,P,P399
Basmaison de,P,P411
Bastard Jean,P,P416
Bataille,P,P428
Baucour,P,P435
Baubry Elie,P,P432
Baudouin Charles,P,P445
Baudy Jean,P,P456
Baulès,P,P462
Bault Jean,P,P461
Bazin Nicolas,P,P474
Beauchesne de,P,P488
Beauchesne-Degidy,P,P490
Beaucourt François,P,P495
Beauharnais de Beaumont,P,P504
Beauharnais de Beauville,P,P505
Beauharnais ,P,P502
Beaules de,P,P520
Beaulieu de,P,P523
Beaulieu-Legris Noël,P,P526
Beaumont de,P,P535
