function	ID	cID	geogname
Personne	P8136	C29087	Amérique du Nord
Personne	P8136	C29082	La Rochelle
Personne	P8136	C29084	Canada
Personne	P8136	C29084	Canada
Personne	P8237	C29235	Coëtion, Poitou, Blason
Personne	P8451	C30626	Saint-Jean d'Angély
Personne	P8875	C32219	Rochefort
Personne	P8875	C32217	
Personne	P8875	C32218	
Personne	P8875	C32214	
Personne	P8875	C32216	Fermes
Personne	P8875	C32215	Rochefort
Personne	P8681	C31244	Mercure
Personne	P8681	C31245	
Personne	P8705	C31321	Périgord, Angoumois
Personne	P8705	C31319	Brest, Rochefort
Personne	P8705	C31320	Brest, Rochefort
Personne	P8705	C31328	Rochefort, Angoumois, Périgord
Personne	P8705	C31322	
Personne	P8705	C31323	
Personne	P8705	C31324	
Personne	P8705	C31325	
Personne	P8705	C31325	
Personne	P8705	C31326	Brest
Personne	P8705	C31327	Brest
Personne	P8705	N20072	
Personne	P8705	N20073	
Personne	P8729	N20147	
Personne	P8924	C32313	Saintonge, Rochefort
Personne	P8924	C32314	Saintonge, Rochefort
Personne	P8924	C32315	Saintonge, Rochefort
Personne	P8924	C32316	Saintonge, Rochefort
Personne	P8924	C32317	Saintonge, Rochefort
Personne	P8924	C32317	Saintonge, Rochefort
Personne	P8924	C32311	Commissaire de la Marine, Marennes, La Rochelle
Personne	P8924	C32312	Commissaire de la Marine, Marennes, La Rochelle
Personne	P8924	C32329	Royan
Personne	P8924	C32308	Seudre, La Tremblade, Les, Les
Personne	P8924	C32325	Marennes
Personne	P8924	C32319	Oléron
Personne	P8924	C32306	Rochefort
Personne	P8924	C32327	
Personne	P8924	C32320	
Personne	P8924	C32324	
Personne	P8924	C32328	forêt d'Arvert, Jard, La Rochelle
Personne	P8924	C32328	forêt d'Arvert, Jard, La Rochelle
Personne	P8924	C32309	
Personne	P8924	C32307	Cet
Personne	P8924	C32321	
Personne	P8924	C32326	
Personne	P8924	C32322	
Personne	P8924	C32323	
Personne	P8924	C32318	Saintes, Saint-Domingue
Personne	P8924	C32310	Roi, Canada
Personne	P9073	N20963	
Personne	P9073	C32799	
Personne	P9157	C33000	Pyrénées
Personne	P9157	C33001	Pyrénées
Personne	P9157	C33002	Pyrénées
Personne	P9157	C33003	Pyrénées
Personne	P9157	C33004	Pyrénées
Personne	P9157	C33004	Pyrénées
Personne	P9157	C33005	Pyrénées
Personne	P9157	C33006	Pyrénées
Personne	P9157	C33007	Pyrénées
Personne	P9157	C33008	Pyrénées
Personne	P9157	N21103	
Personne	P9157	N21103	
Personne	P9157	C32999	Pyrénées
Personne	P9157	C32999	Pyrénées
Personne	P9283	C33620	Bordeaux
Personne	P9283	C33618	Bordeaux
Personne	P9283	C33618	Bordeaux
Personne	P9283	C33619	Bordeaux
Personne	P10276	C37506	
Personne	P10340	C37733	
Personne	P73	N236	
Personne	P305	C2309	
Personne	P687	C3347	
Personne	P687	C3364	
Personne	P687	C3345	
Personne	P687	C3339	Angleterre, Saintes
Personne	P687	C3346	Médis, Saint Malo, Angleterre
Personne	P687	C3343	
Personne	P687	C3343	
Personne	P687	C3368	Saintes
Personne	P687	C3349	
Personne	P687	C3361	
Personne	P687	C3359	Saintes
Personne	P687	C3350	Créteuil
Personne	P687	C3357	
Personne	P687	C3355	
Personne	P687	C3360	Saintes
Personne	P687	C3362	
Personne	P687	C3351	
Personne	P687	C3352	
Personne	P687	C3354	
Personne	P687	C3342	
Personne	P687	C3341	Saintes
Personne	P687	C3365	Saintes
Personne	P687	C3353	
Personne	P687	C3356	île de Ré
Personne	P687	C3366	Saintes
Personne	P687	C3344	Londres, France
Personne	P687	C3358	Londres, France
Personne	P687	C3367	île de Ré.
Personne	P687	C3363	Île de Ré
Personne	P687	C3348	
Personne	P687	C3340	
Personne	P706	N1684	
Personne	P706	N1685	
Personne	P709	N1689	
Personne	P838	N1935	
Personne	P893	C3866	Bordeaux
Personne	P893	C3867	Bordeaux
Personne	P893	C3868	Bordeaux
Personne	P893	C3869	Bordeaux
Personne	P893	C3869	Bordeaux
Personne	P893	C3870	Bordeaux
Personne	P1010	N2308	
Personne	P1010	N2309	
Personne	P1010	C4251	Faucon, France
Personne	P1010	C4252	
Personne	P1010	C4253	
Personne	P1010	C4254	
Personne	P1014	C4265	
Personne	P1141	N2531	
Personne	P1141	C4544	Acadie
Personne	P1141	C4545	Acadie
Personne	P1141	C4546	Acadie
Personne	P1141	C4547	Acadie
Personne	P1141	C4543	
Personne	P1207	C4774	Belle-Île
Personne	P1364	C5158	Arvert
Personne	P1364	C5156	
Personne	P1364	C5157	
Personne	P1419	N3120	
Personne	P1473	C5424	
Personne	P1608	C5792	
Personne	P1608	C5793	Rochefort
Personne	P1608	C5794	
Personne	P1608	C5797	
Personne	P1608	C5797	
Personne	P1608	C5798	
Personne	P1608	C5795	
Personne	P1608	C5796	
Personne	P1608	C5788	
Personne	P1608	C5803	La Rochelle
Personne	P1608	C5815	Rochefort, fort Lupin
Personne	P1608	C5782	Neptune
Personne	P1608	C5783	Neptune
Personne	P1608	C5814	Rochefort
Personne	P1608	C5812	La Rochelle
Personne	P1608	C5804	Rochefort
Personne	P1608	C5774	
Personne	P1608	C5775	
Personne	P1608	C5802	
Personne	P1608	C5770	
Personne	P1608	C5789	
Personne	P1608	C5789	
Personne	P1608	C5787	Rochefort
Personne	P1608	C5813	
Personne	P1608	C5773	
Personne	P1608	C5806	
Personne	P1608	C5772	
Personne	P1608	C5766	tour de Cordouan
Personne	P1608	C5767	tour de Cordouan
Personne	P1608	C5777	
Personne	P1608	C5805	
Personne	P1608	C5805	
Personne	P1608	C5805	
Personne	P1608	C5769	
Personne	P1608	C5768	
Personne	P1608	C5768	
Personne	P1608	C5791	
Personne	P1608	C5778	
Personne	P1608	C5807	
Personne	P1608	C5808	
Personne	P1608	C5786	Charente
Personne	P1608	C5771	Saint-Domingue
Personne	P1608	C5801	
Personne	P1608	C5776	
Personne	P1608	C5799	
Personne	P1608	C5809	
Personne	P1608	C5785	
Personne	P1608	C5785	
Personne	P1608	C5800	
Personne	P1608	C5784	
Personne	P1608	C5779	Est
Personne	P1608	C5779	Est
Personne	P1608	C5780	Est
Personne	P1608	C5781	Est
Personne	P1608	C5810	
Personne	P1608	C5811	Rochefort
Personne	P1608	C5765	
Personne	P1608	C5790	
Personne	P1623	C5848	Toulon
Personne	P1843	C6579	île d'Oléron
Personne	P1843	C6580	île d'Oléron
Personne	P1911	C6727	Saint-Jean-de-Luz, Québec
Personne	P2067	C7388	île d'Yeu, Seudre
Personne	P2067	C7389	île d'Yeu
Personne	P2067	C7390	île d'Yeu
Personne	P2115	C7498	Rochefort
Personne	P2115	C7497	
Personne	P2117	C7512	La Rochelle
Personne	P2246	C7829	
Personne	P2246	C7830	
Personne	P2246	C7841	Indien
Personne	P2246	C7843	
Personne	P2246	C7827	Canada
Personne	P2246	C7828	Canada
Personne	P2246	C7844	
Personne	P2246	C7832	
Personne	P2246	C7834	Québec
Personne	P2246	C7833	
Personne	P2246	C7845	
Personne	P2246	C7831	île Dieu
Personne	P2246	C7839	
Personne	P2246	C7846	Chameau
Personne	P2246	C7837	
Personne	P2246	C7826	Chameau
Personne	P2246	C7838	
Personne	P2246	C7842	Canada
Personne	P2246	C7835	
Personne	P2246	C7840	
Personne	P2246	C7836	
Personne	P2458	C8317	La Rochelle
Personne	P2482	N5313	
Personne	P2544	C9726	île d'Oléron
Personne	P2544	C9725	
Personne	P2659	C10002	Riom
Personne	P2659	C10003	Auvergne
Personne	P2659	C10004	Auvergne
Personne	P2659	C10005	Auvergne
Personne	P2672	C10030	La Rochelle
Personne	P2707	N5960	
Personne	P2730	C10141	La Tremblade
Personne	P2764	C10290	Bordeaux, Québec
Personne	P2764	C10291	Bordeaux, Québec
Personne	P2770	N6088	
Personne	P2777	C10317	Hollandais
Personne	P2820	C10430	
Personne	P2858	C10564	Îles
Personne	P2858	C10565	
Personne	P3012	C11012	Ré.
Personne	P3012	C11010	Saint-Martin de Ré.
Personne	P3012	C11010	Saint-Martin de Ré.
Personne	P3012	C11011	Saint-Martin de Ré.
Personne	P3107	C11329	Oléron
Personne	P3146	C11387	
Personne	P3152	C11399	Hasardeux, baie d'Hudson
Personne	P3152	C11398	Cognac, Champagné
Personne	P3152	C11410	
Personne	P3152	C11411	
Personne	P3152	C11409	Rochefort
Personne	P3152	C11396	
Personne	P3152	C11397	
Personne	P3152	C11407	
Personne	P3152	C11395	
Personne	P3152	C11408	
Personne	P3152	C11404	
Personne	P3152	C11400	Saint-Domingue
Personne	P3152	C11401	Saint-Domingue
Personne	P3152	C11405	
Personne	P3152	C11402	Saint-Domingue
Personne	P3152	C11406	
Personne	P3152	C11403	
Personne	P3207	C11571	
Personne	P3207	C11572	
Personne	P3277	C11767	Provence, Port-Louis
Personne	P3277	C11772	
Personne	P3277	C11776	
Personne	P3277	C11775	
Personne	P3277	C11771	Aigle, Cayenne
Personne	P3277	C11768	Aigle
Personne	P3277	C11766	Aigle
Personne	P3277	C11774	
Personne	P3277	C11777	
Personne	P3277	C11770	
Personne	P3277	C11769	Maison du Roi
Personne	P3277	C11773	
Personne	P3415	C12220	
Personne	P3415	C12216	A
Personne	P3415	C12222	
Personne	P3415	C12219	
Personne	P3415	C12218	Zéripzée
Personne	P3415	C12217	La Rochelle
Personne	P3415	C12221	Îles de l'Amérique
Personne	P3418	C12228	Oléron
Personne	P3556	C12767	
Personne	P3556	C12771	
Personne	P3556	C12780	
Personne	P3556	C12772	
Personne	P3556	C12778	
Personne	P3556	C12779	
Personne	P3556	C12773	
Personne	P3556	C12773	
Personne	P3556	C12769	
Personne	P3556	C12777	
Personne	P3556	C12784	
Personne	P3556	C12782	
Personne	P3556	C12783	
Personne	P3556	C12770	îles d'Amérique
Personne	P3556	C12776	Paon
Personne	P3556	C12781	Louisiane
Personne	P3556	C12775	
Personne	P3556	C12768	Royan
Personne	P3556	C12766	Martinique
Personne	P3556	C12774	Cayenne, Dromadaire
Personne	P3556	C12765	
Personne	P3637	C13116	
Personne	P3670	C13202	Îles
Personne	P3670	C13203	Îles
Personne	P3670	C13196	
Personne	P3670	C13199	Loire
Personne	P3670	C13205	
Personne	P3670	C13208	Plaisance
Personne	P3670	C13195	Loire, Bellisle, La Rochelle
Personne	P3670	C13201	Renommée, Boisbriant, Louisiane
Personne	P3670	C13206	
Personne	P3670	C13200	
Personne	P3670	C13209	
Personne	P3670	C13207	France
Personne	P3670	C13210	
Personne	P3670	C13197	
Personne	P3670	C13197	
Personne	P3670	C13198	
Personne	P3670	C13204	Québec
Personne	P3693	N8147	
Personne	P3700	N8163	
Personne	P3700	C13314	Bayonne, Laurier
Personne	P3700	C13307	
Personne	P3700	C13308	
Personne	P3700	C13309	
Personne	P3700	C13310	
Personne	P3700	C13318	
Personne	P3700	C13318	
Personne	P3700	C13311	Les
Personne	P3700	C13317	Suppression
Personne	P3700	C13295	
Personne	P3700	C13316	Rochefort
Personne	P3700	C13316	Rochefort
Personne	P3700	C13305	
Personne	P3700	C13301	
Personne	P3700	C13302	
Personne	P3700	C13297	
Personne	P3700	C13315	tour des Baleines, Île d'Yeu
Personne	P3700	C13304	
Personne	P3700	C13306	Rochefort
Personne	P3700	C13298	Rochefort
Personne	P3700	C13294	
Personne	P3700	C13296	Bertheaume
Personne	P3700	C13300	Ras
Personne	P3700	C13312	
Personne	P3700	C13313	
Personne	P3700	C13303	
Personne	P3700	C13299	Rochefort
Personne	P3756	C13448	Chapus, Bayonne
Personne	P3756	C13449	
Personne	P3765	C13464	
Personne	P3765	C13466	
Personne	P3765	C13467	île Royale
Personne	P3765	C13463	
Personne	P3765	C13462	
Personne	P3765	C13465	Suisse, ile Royale, Dromadaire
Personne	P3897	C13902	
Personne	P3897	C13901	Rochefort
Personne	P3897	C13903	
Personne	P3897	C13904	
Personne	P3897	C13900	
Personne	P3935	C14006	Rochefort
Personne	P3935	C14007	Maraudé, Toulon
Personne	P3936	C14008	Rochefort
Personne	P3936	C14009	Rochefort
Personne	P3969	N8762	
Personne	P3969	N8763	
Personne	P3969	C14094	Saintonge
Personne	P3975	C14111	
Personne	P4084	C15044	
Personne	P4202	C15411	Indien
Personne	P4268	N9803	
Personne	P4319	C16154	
Personne	P4319	C16151	Jonzac
Personne	P4319	C16152	Jonzac, Font de Cornet
Personne	P4319	C16153	Des Monts
Personne	P4449	N10260	
Personne	P4449	N10261	
Personne	P4449	N10262	
Personne	P4478	C16682	
Personne	P4478	C16666	La Rochelle, Londres
Personne	P4478	C16671	
Personne	P4478	C16688	Rochefort, la Pointe
Personne	P4478	C16703	Corogne
Personne	P4478	C16672	
Personne	P4478	C16701	Argenton
Personne	P4478	C16694	
Personne	P4478	C16698	Martinique
Personne	P4478	C16679	
Personne	P4478	C16700	Brest
Personne	P4478	C16669	Espagne
Personne	P4478	C16696	
Personne	P4478	C16683	Loire
Personne	P4478	C16684	
Personne	P4478	C16699	
Personne	P4478	C16690	La Rochelle
Personne	P4478	C16689	
Personne	P4478	C16692	
Personne	P4478	C16693	
Personne	P4478	C16685	Cayenne
Personne	P4478	C16673	Madrid
Personne	P4478	C16691	France
Personne	P4478	C16704	Espagne
Personne	P4478	C16704	Espagne
Personne	P4478	C16670	
Personne	P4478	C16678	
Personne	P4478	C16667	
Personne	P4478	C16681	Saint Domingue
Personne	P4478	C16681	Saint Domingue
Personne	P4478	C16702	
Personne	P4478	C16697	Saragosse
Personne	P4478	C16668	
Personne	P4478	C16680	
Personne	P4478	C16677	Isles
Personne	P4478	C16695	
Personne	P4478	C16674	La Mothe
Personne	P4478	C16675	Héroudière, Cayenne
Personne	P4478	C16676	Héroudière, Cayenne
Personne	P4478	C16686	Brest, Rochefort, Portefaix
Personne	P4478	C16687	Brest, Rochefort, Portefaix
Personne	P4554	C16983	La Rochelle, Les
Personne	P4554	C16981	Est
Personne	P4554	C16979	La Rochelle
Personne	P4554	C16985	Rochefort
Personne	P4554	C16984	
Personne	P4554	C16980	
Personne	P4554	C16982	Louisiane, Charente
Personne	P4627	C17258	
Personne	P4627	C17259	
Personne	P4627	C17260	
Personne	P4627	C17255	Noirmoutiers, La Rochelle
Personne	P4627	C17256	Noirmoutiers, La Rochelle
Personne	P4627	C17256	Noirmoutiers, La Rochelle
Personne	P4627	C17257	Noirmoutiers, La Rochelle
Personne	P4627	C17261	
Personne	P4719	C17444	Hollande, La Rochelle
Personne	P4719	C17438	
Personne	P4719	C17445	
Personne	P4719	C17442	Gennes, Rochefort
Personne	P4719	C17448	
Personne	P4719	C17433	Saint Domingue
Personne	P4719	C17434	Saint Domingue
Personne	P4719	C17440	
Personne	P4719	C17441	Rochefort
Personne	P4719	C17443	Les, Charente
Personne	P4719	C17439	
Personne	P4719	C17437	France
Personne	P4719	C17435	Cayenne
Personne	P4719	C17436	
Personne	P4719	C17432	A
Personne	P4719	C17446	
Personne	P4719	C17447	
Personne	P4739	N10872	
Personne	P4739	N10873	
Personne	P4739	C17498	la Matinique
Personne	P4739	C17492	
Personne	P4739	C17493	
Personne	P4739	C17496	île d'Aix
Personne	P4739	C17497	île d'Aix
Personne	P4739	C17497	île d'Aix
Personne	P4739	C17494	
Personne	P4739	C17495	
Personne	P4795	C17665	Rochefort
Personne	P4795	C17663	Guadeloupe
Personne	P4795	C17666	
Personne	P4795	C17662	Angers
Personne	P4795	C17660	Guadeloupe, Angleterre
Personne	P4795	C17664	Sables d'Olonne
Personne	P4795	C17661	
Personne	P4795	C17659	
Personne	P4801	C17673	La Tremblade
Personne	P4801	C17675	
Personne	P4801	C17674	
Personne	P4801	C17672	
Personne	P4889	C18022	
Personne	P4889	C18024	
Personne	P4889	C18023	
Personne	P4955	C18155	
Personne	P4919	C18077	Brévannes, Servira, île de Ré.
Personne	P4919	C18083	
Personne	P4919	C18078	Ré.
Personne	P4919	C18081	La Rochelle
Personne	P4919	C18082	La Rochelle
Personne	P4919	C18080	La Rochelle
Personne	P4919	C18079	
Personne	P4969	N11337	
Personne	P4969	N11337	
Personne	P4975	N11348	
Personne	P5030	C18304	La Rochelle
Personne	P5030	C18305	
Personne	P5116	C18495	île d'Oléron, Hollande
Personne	P5162	C18599	île d'Yeu, Seudre
Personne	P5337	C19042	Sables d'Olonne
Personne	P5337	C19061	
Personne	P5337	C19062	
Personne	P5337	C19063	
Personne	P5337	C19064	
Personne	P5337	N12000	
Personne	P5337	N12001	
Personne	P5337	N12002	
Personne	P5337	C19055	Saint-Malo
Personne	P5337	C19040	Rochefort
Personne	P5337	C19071	La Rochelle
Personne	P5337	C19072	La Rochelle
Personne	P5337	C19049	Cayenne
Personne	P5337	C19050	Cayenne
Personne	P5337	C19065	
Personne	P5337	N12016	
Personne	P5337	N12017	
Personne	P5337	C19044	
Personne	P5337	C19051	
Personne	P5337	C19057	île Royale
Personne	P5337	C19057	île Royale
Personne	P5337	C19036	
Personne	P5337	C19082	
Personne	P5337	C19037	
Personne	P5337	C19070	Rochefort
Personne	P5337	C19069	Canada
Personne	P5337	C19041	
Personne	P5337	C19059	
Personne	P5337	C19075	Paris, Québec, Rochefort
Personne	P5337	C19039	la Rochelle, Québec
Personne	P5337	C19052	Québec, Rochefort
Personne	P5337	C19058	Québec, la Rochelle
Personne	P5337	C19048	
Personne	P5337	C19066	
Personne	P5337	C19080	Canada
Personne	P5337	C19077	Québec
Personne	P5337	C19084	Rubis
Personne	P5337	C19084	Rubis
Personne	P5337	C19088	Frontenac, Niagara, France
Personne	P5337	C19083	
Personne	P5337	C19073	
Personne	P5337	C19074	
Personne	P5337	C19085	
Personne	P5337	C19079	Canada
Personne	P5337	C19086	
Personne	P5337	C19087	
Personne	P5337	C19087	
Personne	P5337	C19076	Jardin du Roi
Personne	P5337	C19078	Francheville, Canada, Francheville
Personne	P5337	C19081	
Personne	P5337	C19081	
Personne	P5337	C19034	Canada
Personne	P5337	C19034	Canada
Personne	P5337	C19047	
Personne	P5337	C19045	magasin du Roi, Québec
Personne	P5337	C19053	Paris
Personne	P5337	C19056	Canada
Personne	P5337	C19035	Jardin du Roi
Personne	P5337	C19043	Québec
Personne	P5337	C19067	
Personne	P5337	C19068	
Personne	P5337	C19038	France
Personne	P5337	C19054	Québec, Rochefort
Personne	P5337	C19046	
Personne	P5337	C19060	Rubis
Personne	P5489	C19993	château de Nantes
Personne	P5489	C19994	
Personne	P5510	N12542	
Personne	P5510	C20055	Miquenez, Meknès
Personne	P5510	C20056	La Rochelle, Indien, Saint Domingue
Personne	P5521	C20113	
Personne	P5521	C20114	
Personne	P5521	C20118	Barbezieux
Personne	P5521	C20110	Tolède, Bordeaux
Personne	P5521	C20119	
Personne	P5521	C20119	
Personne	P5521	C20108	Fouras, île d'Aix
Personne	P5521	C20109	forêt de Chausserais
Personne	P5521	C20116	château de Mons, Poitou, Millière
Personne	P5521	C20117	
Personne	P5521	C20120	
Personne	P5521	C20115	Rancogne
Personne	P5521	C20111	
Personne	P5521	C20112	
Personne	P5582	C20255	
Personne	P5582	C20253	
Personne	P5582	C20254	Louisiane, France
Personne	P5767	C21449	
Personne	P5767	C21448	
Personne	P5767	C21452	
Personne	P5767	C21450	Rochefort
Personne	P5767	C21451	Rochefort
Personne	P5788	N13425	
Personne	P5788	N13426	
Personne	P5788	N13421	
Personne	P5788	C21499	Bordeaux, Périgord
Personne	P5788	C21498	Rochefort
Personne	P5788	C21495	
Personne	P5788	C21496	
Personne	P5788	C21497	
Personne	P5815	C21564	Neptune
Personne	P5986	C22067	
Personne	P5986	C22059	Bayonne
Personne	P5986	C22041	
Personne	P5986	C22063	Rochefort
Personne	P5986	C22064	Rochefort
Personne	P5986	C22066	
Personne	P5986	C22068	
Personne	P5986	C22047	
Personne	P5986	C22057	
Personne	P5986	C22055	Belle-Île
Personne	P5986	C22053	
Personne	P5986	C22065	
Personne	P5986	C22061	
Personne	P5986	C22044	
Personne	P5986	C22043	Rochefort
Personne	P5986	C22051	
Personne	P5986	C22049	
Personne	P5986	C22050	
Personne	P5986	C22045	
Personne	P5986	C22056	
Personne	P5986	C22058	ile Royale
Personne	P5986	C22052	
Personne	P5986	C22052	
Personne	P5986	C22042	
Personne	P5986	C22048	
Personne	P5986	C22046	Garnier
Personne	P5986	C22040	
Personne	P5986	C22054	
Personne	P5986	C22062	
Personne	P5986	C22060	
Personne	P6138	C22464	Québec
Personne	P6198	C22587	
Personne	P6198	C22589	
Personne	P6198	C22588	
Personne	P6198	C22586	
Personne	P6259	C22757	Brest, Havre
Personne	P6259	C22758	
Personne	P6297	N14387	
Personne	P6312	C22845	Saint Sébastien
Personne	P6411	N14594	
Personne	P6411	C23096	Paris
Personne	P6411	C23095	Paris
Personne	P6411	C23097	
Personne	P6441	C23160	
Personne	P6575	C23528	la Rouzière
Personne	P6583	C23543	
Personne	P6725	C24170	Guyenne
Personne	P6725	C24169	Cayenne
Personne	P6725	N15427	
Personne	P6725	C24172	Rennes, Nantes, Saint Domingue
Personne	P6725	C24168	
Personne	P6725	C24171	Orox, Saint Domingue
Personne	P6816	C24417	Paris, Oléron
Personne	P6816	C24399	
Personne	P6816	C24410	
Personne	P6816	C24418	Saint-Mâlo, Bayonne
Personne	P6816	C24408	Cap
Personne	P6816	C24422	
Personne	P6816	C24423	
Personne	P6816	C24400	Argentan
Personne	P6816	C24407	Commis.Greffier, Port-Royal de la Martinique
Personne	P6816	C24409	Espagne
Personne	P6816	C24406	Blaye
Personne	P6816	C24412	
Personne	P6816	C24413	
Personne	P6816	C24414	
Personne	P6816	C24411	
Personne	P6816	C24420	
Personne	P6816	C24420	
Personne	P6816	C24421	
Personne	P6816	C24421	
Personne	P6816	C24405	Blaye, Gablerats
Personne	P6816	C24405	Blaye, Gablerats
Personne	P6816	C24416	Gablezats
Personne	P6816	C24419	
Personne	P6816	C24401	Rochefort, marais de Saint-Louis
Personne	P6816	C24403	Barouille, Fontvidal
Personne	P6816	C24404	Barouille, Fontvidal
Personne	P6816	C24402	forêt de Mirède
Personne	P6816	C24415	
Personne	P6816	C24424	Blaye
Personne	P6816	C24425	Saint-Simon
Personne	P6816	C24426	Saint-Simon
Personne	P6816	N15602	
Personne	P6858	C24496	La Tremblade
Personne	P6887	C25315	La Rochelle
Personne	P6896	N16256	
Personne	P6930	C25386	Sirène
Personne	P6933	C25389	La Rochelle
Personne	P6933	C25388	
Personne	P7416	C26984	Arvert
Personne	P7416	C26980	Pyrénées
Personne	P7416	C26981	Indes
Personne	P7416	C26996	La Rochelle
Personne	P7416	C26993	île d'Oléron, Saint Denis.Capitaine
Personne	P7416	C26992	île d'Oléron, Saint Denis, Capitaine
Personne	P7416	C26989	
Personne	P7416	C26990	
Personne	P7416	C26987	ile Royale
Personne	P7416	C27000	Sa
Personne	P7416	C27000	Sa
Personne	P7416	C27001	Sa
Personne	P7416	C26985	
Personne	P7416	C26985	
Personne	P7416	C26985	
Personne	P7416	C26986	
Personne	P7416	C26994	
