function	ID	cID	geogname
Personne	P3801	C13576	
Personne	P3801	C13571	
Personne	P3801	C13579	
Personne	P3801	C13578	
Personne	P3801	C13575	Les
Personne	P3801	C13573	
Personne	P3801	C13580	
Personne	P3801	C13581	
Personne	P3801	C13577	
Personne	P3880	C13873	Marmande
Personne	P3880	C13874	Marmande
Personne	P3880	C13872	Martinique
Personne	P3939	C14013	
Personne	P3939	C14014	Colonies
Personne	P3939	C14012	
Personne	P4117	C15144	
Personne	P4240	C15794	Faux-saunier
Personne	P4254	C15866	ile Royale, Atalante
Personne	P4361	C16262	
Personne	P4489	C16727	
Personne	P4489	C16728	Brest
Personne	P4531	C16903	
Personne	P4531	C16901	
Personne	P4531	C16902	
Personne	P4629	C17263	
Personne	P4703	C17400	
Personne	P5254	C18802	
Personne	P4706	C17408	
Personne	P4710	C17413	
Personne	P4749	C17517	
Personne	P4749	C17516	
Personne	P4749	C17516	
Personne	P4821	C17723	
Personne	P4821	C17722	
Personne	P4821	C17724	Noirmoutiers
Personne	P4918	C18074	
Personne	P4918	C18075	
Personne	P4918	C18076	
Personne	P4939	N11289	
Personne	P4986	C18223	
Personne	P4986	C18225	
Personne	P4986	C18224	
Personne	P4986	C18224	
Personne	P5045	C18341	Louisiane, Ludlow
Personne	P5045	C18342	
Personne	P5102	C18472	Rochefort
Personne	P5102	C18473	Dîme Royale, La Rochelle
Personne	P5102	C18471	
Personne	P5102	C18474	
Personne	P5147	C18576	Saint-Pierre d'Oléron
Personne	P5156	C18589	Canada
Personne	P5158	C18591	
Personne	P5158	C18591	
Personne	P5392	C19342	
Personne	P5392	C19351	
Personne	P5392	C19352	
Personne	P5392	C19343	
Personne	P5392	C19345	Fournitures
Personne	P5392	C19346	Fournitures
Personne	P5392	C19350	
Personne	P5392	C19348	Rochefort
Personne	P5392	C19338	
Personne	P5392	C19339	
Personne	P5392	C19344	Angleterre
Personne	P5392	C19349	
Personne	P5392	C19347	
Personne	P5392	C19340	
Personne	P5392	C19341	
Personne	P5421	C19659	
Personne	P5421	C19660	
Personne	P5421	C19661	
Personne	P5421	C19662	
Personne	P5422	C19663	
Personne	P5466	C19921	Rochefort
Personne	P5595	C20401	
Personne	P5595	C20402	
Personne	P5595	C20400	
Personne	P5540	C20144	
Personne	P5569	C20215	
Personne	P5569	C20216	Martinique
Personne	P5569	C20217	Martinique
Personne	P5623	C20651	
Personne	P5623	C20651	
Personne	P5861	C21653	
Personne	P5917	C21789	
Personne	P5917	C21791	
Personne	P5917	C21793	
Personne	P5917	C21792	
Personne	P5917	C21788	
Personne	P5917	C21790	La Benaroaye
Personne	P5953	N13729	
Personne	P5953	C21913	ile Royale
Personne	P5953	C21912	
Personne	P5952	C21908	
Personne	P5952	C21909	
Personne	P5952	C21910	
Personne	P5952	C21911	
Personne	P5972	C21953	
Personne	P5989	C22091	
Personne	P6051	C22239	
Personne	P6051	C22238	Charente
Personne	P6051	C22237	Sa
Personne	P6051	C22236	
Personne	P6051	C22240	
Personne	P6051	C22241	
Personne	P6051	C22235	
Personne	P6077	N13983	
Personne	P6129	C22442	Faux-saunier
Personne	P6129	C22444	Bayonne, Louisiane
Personne	P6129	C22445	La Rochelle
Personne	P6129	C22446	
Personne	P6129	C22447	
Personne	P6129	C22441	Saint Domingue, Louisiane, La Rochelle
Personne	P6129	C22443	
Personne	P6154	C22486	Faux-saunier
Personne	P6205	C22604	Faux-saunier
Personne	P6206	C22605	Léoganne
Personne	P6223	N14240	
Personne	P6223	C22632	
Personne	P6231	C22655	Québec
Personne	P6271	C22777	Canada
Personne	P6323	C22865	ile Royale, Atalante
Personne	P6323	C22866	ile Royale, Atalante
Personne	P6303	C22825	Rochefort, Irlande
Personne	P6303	C22824	Canada
Personne	P6303	C22826	
Personne	P6324	N14429	
Personne	P6433	C23135	Brest
Personne	P6433	C23136	Brest;, Rochefort
Personne	P6433	C23139	La Sauvagère
Personne	P6433	C23137	
Personne	P6433	C23138	
Personne	P6464	C23278	
Personne	P6464	C23280	
Personne	P6464	C23279	Brest
Personne	P6495	N14746	
Personne	P6495	N14747	
Personne	P6568	C23523	forêt de la Vallière, Anjou, Nantes
Personne	P6609	C23582	Québec
Personne	P6609	C23585	
Personne	P6609	C23580	
Personne	P6609	C23581	La Rochelle
Personne	P6609	C23583	Colonies, La Rochelle
Personne	P6609	C23579	Rochefort
Personne	P6609	C23584	
Personne	P6648	C23973	
Personne	P6648	C23972	
Personne	P6648	C23974	Indien
Personne	P6709	C24140	
Personne	P6857	C24495	
Personne	P6888	C25316	
Personne	P6888	C25316	
Personne	P7095	C25942	
Personne	P7246	C26433	Canada
Personne	P7275	C26483	
Personne	P7275	C26484	
Personne	P7282	C26494	Louisiane, Paon
Personne	P7282	C26495	Louisiane, Paon
Personne	P7287	C26500	La Rochelle
Personne	P7287	C26501	Sa
Personne	P7382	C26856	Mirande
Personne	P7708	C27901	Ludlow, Louisiane
Personne	P7708	C27898	
Personne	P7708	C27899	
Personne	P7708	C27899	
Personne	P7708	C27900	
Personne	P7742	C28033	
Personne	P7742	C28034	
Personne	P7780	C28101	
Personne	P7780	C28102	
Personne	P7800	C28148	Poitiers, Montigny
Personne	P7800	C28149	
Personne	P7824	C28187	Marine, Mortiercrolle, Anjou
Personne	P7824	C28185	
Personne	P7824	C28186	
Personne	P7834	C28208	Montaumon
Personne	P7841	C28226	
Personne	P8126	C29063	
Personne	P8126	C29063	
Personne	P8126	C29062	
Personne	P8135	N18804	
Personne	P8167	N18860	
Personne	P8167	N18860	
Personne	P8336	C30305	Rochefort
Personne	P8338	C30308	Faux-saunier
Personne	P8388	C30493	Meyrat
Personne	P8594	C31041	Gardien
Personne	P8606	C31067	Saint-Domingue
Personne	P8749	C31498	Marine, Rochefort
Personne	P8749	C31495	
Personne	P8749	C31495	
Personne	P8749	C31494	
Personne	P8749	C31496	
Personne	P8749	C31497	
Personne	P8765	C31583	
Personne	P8765	C31582	Portefaix
Personne	P8928	N20665	
Personne	P8928	C32375	
Personne	P8928	C32376	Brest
Personne	P8928	C32377	Brest
Personne	P9152	C32993	Flandre
Personne	P9152	C32994	Etat
Personne	P9209	C33215	
Personne	P9286	C33623	Canada
Personne	P9380	C33908	
Personne	P9575	C35127	
Personne	P9575	C35126	
Personne	P9615	C35287	Portugal
Personne	P9615	C35286	
Personne	P9631	C35377	
Personne	P9631	C35378	
Personne	P9649	C35457	
Personne	P9778	C35801	Léogane
Personne	P9778	C35802	
Personne	P9883	C36114	
Personne	P9883	C36118	
Personne	P9883	C36122	
Personne	P9883	C36115	
Personne	P9883	C36121	
Personne	P9883	C36117	
Personne	P9883	C36116	île de Ré
Personne	P9883	C36120	Royan
Personne	P9883	C36119	Rochefort
Personne	P10134	C36835	Marigny, Saint-Domingue
Personne	P10134	C36833	Martinique, Charente
Personne	P10134	C36834	Martinique, Charente
Personne	P10156	C36922	
Personne	P10174	C36964	forêt de Sablé
Personne	P10174	C36965	forêt de Sablé
Personne	P10254	C37462	Bouville, Occident
Personne	P10328	C37715	Angleterre
Personne	P10328	C37716	Québec, Rubis.Accordé
Personne	P10344	C37739	Amérique
Personne	P10488	C38134	
Personne	P10488	C38131	Paris, Rochefort, Atalante
Personne	P10488	C38132	Paris, Rochefort, Atalante
Personne	P10488	C38135	ile Royale
Personne	P10488	C38129	ile Royale
Personne	P10488	C38136	Rochefort
Personne	P10488	C38136	Rochefort
Personne	P10488	C38133	Demande
Personne	P10488	C38130	
Personne	P10648	C38624	
Personne	P4	C9	Rochefort, Espagne
Personne	P53	C416	la Rochelle, Saint-Malo
Personne	P53	C414	Rochefort, Saint-Domingue
Personne	P53	C414	Rochefort, Saint-Domingue
Personne	P53	C415	Rochefort, Saint-Domingue
Personne	P53	C417	
Personne	P351	C2451	
Personne	P379	C2503	Maringue, Auvergne
Personne	P380	C2504	l'Amérique
Personne	P419	C2588	Bicêtre
Personne	P419	C2588	Bicêtre
Personne	P419	C2591	
Personne	P419	C2589	
Personne	P419	C2590	Bicêtre
Personne	P420	C2592	Marennes
Personne	P434	C2684	Port-Louis
Personne	P434	C2683	
Personne	P434	C2682	
Personne	P434	C2682	
Personne	P460	C2721	
Personne	P484	C2769	Charente
Personne	P484	C2771	
Personne	P484	C2770	
Personne	P487	C2773	Roi
Personne	P531	C2847	ile Royale
Personne	P531	C2848	ile Royale
Personne	P531	C2849	ile Royale
Personne	P662	C3293	Canada, Morienne
Personne	P694	C3397	
Personne	P802	C3679	
Personne	P806	C3688	la Rochelle, Cayenne, Canada
Personne	P821	C3721	
Personne	P821	C3722	
Personne	P821	C3723	Touche
Personne	P950	C4115	
Personne	P969	C4156	
Personne	P969	C4151	Rochefort
Personne	P969	C4152	Rochefort
Personne	P969	C4155	
Personne	P969	C4154	
Personne	P969	C4157	
Personne	P969	C4153	
Personne	P1035	C4303	
Personne	P1035	C4304	
Personne	P1063	C4378	
Personne	P1065	C4381	
Personne	P1065	C4382	
Personne	P1070	C4400	Guinée, Buenos Ayres
Personne	P1109	C4483	Vivier
Personne	P1122	C4504	Saint Domingue
Personne	P1257	N2811	
Personne	P1356	C5141	ile Royale
Personne	P1356	C5142	Fléac
Personne	P1425	C5329	Charente
Personne	P1425	C5330	Charente
Personne	P1425	C5328	
Personne	P1427	C5333	
Personne	P1579	C5688	Saint-Domingue
Personne	P1444	C5364	Marennes
Personne	P1444	C5363	
Personne	P1450	C5370	ile Royale
Personne	P1461	C5402	Limoges
Personne	P1461	C5403	Limoges
Personne	P1538	C5604	Notre Dame de Rochefort, Prieuré conventuel de Saint-Vivien
Personne	P1555	C5634	Martinique
Personne	P1645	C5910	La Rochelle, ile Royale
Personne	P1645	C5911	
Personne	P1741	C6322	
Personne	P1741	C6322	
Personne	P1750	C6345	Rochefort
Personne	P1750	C6337	
Personne	P1750	C6347	Demande
Personne	P1750	C6340	
Personne	P1750	C6338	Martinique
Personne	P1750	C6336	Canada
Personne	P1750	C6346	
Personne	P1750	C6341	
Personne	P1750	C6342	Canada
Personne	P1750	C6339	Canada
Personne	P1750	C6343	
Personne	P1750	C6344	
Personne	P1863	C6613	
Personne	P1939	C6805	Rochefort
Personne	P2003	C7072	Rochefort
Personne	P2036	C7154	
Personne	P2036	C7154	
Personne	P2036	C7155	
Personne	P2036	C7157	
Personne	P2036	C7158	
Personne	P2036	C7159	Québec
Personne	P2036	C7160	Québec
Personne	P2036	C7156	
Personne	P2051	C7196	
Personne	P2051	C7195	
Personne	P2064	C7250	ile Royale
Personne	P2282	N4900	
Personne	P2282	N4901	
Personne	P2326	C7985	
Personne	P2326	C7986	Malte
Personne	P2334	C8002	Lyon
Personne	P2335	C8003	
Personne	P2335	C8003	
Personne	P2335	C8004	
Personne	P2696	C10075	
Personne	P2696	C10074	Charente, Guadeloupe
Personne	P2696	C10076	
Personne	P2475	C8350	Charente
Personne	P2550	C9742	
Personne	P2550	C9742	
Personne	P2578	C9821	
Personne	P2595	C9845	
Personne	P2602	C9855	Gardien
Personne	P2639	C9950	La Rochelle
Personne	P2652	C9965	Paris
Personne	P2709	C10097	
Personne	P2714	C10103	
Personne	P2714	C10102	Adjudicataire
Personne	P2714	C10104	
Personne	P2766	C10294	Parlement de Paris
Personne	P2787	C10343	Roussillon
Personne	P2797	C10357	Invalides
Personne	P2797	C10358	Invalides
Personne	P2797	C10358	Invalides
Personne	P2797	C10359	Invalides
Personne	P2829	C10440	
Personne	P2984	N6540	
Personne	P2992	C10969	Saint-Domingue
Personne	P3139	C11373	
Personne	P3161	C11424	
Personne	P3275	C11764	
Personne	P3275	C11763	
Personne	P3275	C11762	Dunkerque
Personne	P3287	C11798	Triton
Personne	P3287	C11799	Triton
Personne	P3363	C12054	
Personne	P3363	C12053	
Personne	P3363	C12055	
Personne	P3371	C12080	Marennes
Personne	P3371	C12079	Paon
Personne	P3375	C12094	
Personne	P3375	C12092	Lyon, Rochefort
Personne	P3375	C12093	
Personne	P3581	N7839	
Personne	P3602	C12920	
Personne	P3602	C12919	Brest
Personne	P3643	C13126	Québec
Personne	P3643	C13125	
Personne	P3657	C13150	
Personne	P3657	C13149	Havre
Personne	P3657	C13149	Havre
Personne	P3668	C13188	
Personne	P3668	C13187	
Personne	P3799	C13567	
Personne	P3799	C13566	Eléphant, Canada
Personne	P3842	C13708	Rochefort
Personne	P3926	C13984	
Personne	P3926	C13982	
Personne	P3926	C13981	Rochefort
Personne	P3926	C13983	Bayonne
Personne	P3943	C14018	
Personne	P3979	C14134	ile Royale
Personne	P4279	N9858	
Personne	P4358	C16258	Pyrénées
Personne	P4358	C16259	
Personne	P4378	C16308	Perpignan
Personne	P4418	C16390	
Personne	P4418	C16388	Havre
Personne	P4418	C16387	
Personne	P4418	C16394	Bitche
Personne	P4418	C16392	forêt de Bitche
Personne	P4418	C16392	forêt de Bitche
Personne	P4418	C16393	forêt de Bitche
Personne	P4418	C16391	
Personne	P4418	C16389	
Personne	P4563	C17007	
Personne	P4563	C17007	
Personne	P4563	C17009	Québec
Personne	P4563	C17006	
Personne	P4563	C17005	
Personne	P4563	C17010	Canada
Personne	P4563	C17011	
Personne	P4563	C17008	Brest
Personne	P4564	C17012	Orléans, Niort
Personne	P4564	C17012	Orléans, Niort
Personne	P4651	C17316	
Personne	P4651	C17317	
Personne	P4651	C17315	
Personne	P4677	C17357	
Personne	P4677	C17357	
Personne	P4724	C17460	
Personne	P4724	C17461	
Personne	P4724	C17459	Havre
Personne	P4760	C17591	
Personne	P4804	C17681	Conseller, Charente
Personne	P4804	C17682	Dromadaire, la Martinique
Personne	P5055	C18364	
Personne	P5073	C18434	Cayenne
Personne	P5124	C18514	
Personne	P5124	C18514	
Personne	P5187	C18676	Charente
Personne	P5187	C18675	
Personne	P5187	C18675	
Personne	P5197	C18685	
Personne	P5197	C18686	
Personne	P5318	C18983	Indien
Personne	P5318	C18986	Libourne, Levée
Personne	P5318	C18987	
Personne	P5318	C18985	
Personne	P5318	C18984	
Personne	P5318	C18988	
Personne	P5333	C19030	
Personne	P5391	C19259	Saint-Martin
Personne	P5450	C19866	ile de Ré, Colonies, ile d'Oléron
Personne	P5450	C19867	Colonies
Personne	P5450	C19867	Colonies
Personne	P5450	C19870	
Personne	P5450	C19869	
Personne	P5450	C19868	Colonies
Personne	P5450	C19865	
Personne	P5556	C20170	
Personne	P5565	C20208	Poitou, Angoulême
Personne	P5600	C20495	Martinique, Colonie
Personne	P5755	C21418	
Personne	P5755	C21417	
Personne	P5755	C21417	
Personne	P5779	N13401	
Personne	P5872	N13566	
Personne	P5872	C21675	Montréal, Canada
Personne	P5873	C21676	Rochefort
Personne	P5894	C21728	La Rochelle
Personne	P5963	C21925	Canada
Personne	P5963	C21926	
Personne	P5979	C21982	
Personne	P6029	C22191	
Personne	P6062	C22260	Barville
Personne	P6062	C22259	
Personne	P6062	C22261	
Personne	P6062	C22261	
Personne	P6126	N14078	
Personne	P6152	C22483	Grenade
Personne	P6152	C22484	Grenade
Personne	P6263	C22762	Port-Neuf
Personne	P6263	C22763	Bayonne
Personne	P6306	C22835	Saint-Domingue
Personne	P6306	C22836	Saint-Domingue
Personne	P6306	C22834	
Personne	P6315	C22857	Saint-Domingue
Personne	P6315	C22858	
Personne	P6320	C22863	
Personne	P6345	C22921	Canada
Personne	P6382	C23039	
Personne	P6382	C23040	
Personne	P6382	C23041	
Personne	P6416	C23105	
Personne	P6416	C23106	
Personne	P6446	N14647	
Personne	P6446	C23169	Saint-Domingue
Personne	P6446	C23165	Saint-Domingue
Personne	P6446	C23167	
Personne	P6446	C23168	
Personne	P6446	C23166	la Rochelle, Saint-Domingue
Personne	P6446	C23166	la Rochelle, Saint-Domingue
Personne	P6459	C23229	
Personne	P6459	C23227	Saint-Domingue, Saint-Domingue
Personne	P6459	C23228	Saint-Domingue, Saint-Domingue
Personne	P6459	C23228	Saint-Domingue, Saint-Domingue
Personne	P6459	C23225	Saint-Domingue
Personne	P6459	C23225	Saint-Domingue
Personne	P6459	C23226	Saint-Domingue
Personne	P6459	C23224	Eléphant, Saint-Domingue
Personne	P6459	C23224	Eléphant, Saint-Domingue
Personne	P6459	C23224	Eléphant, Saint-Domingue
Personne	P6497	N14750	
Personne	P6497	N14751	
Personne	P6614	C23866	
Personne	P6619	C23873	Louisiane
Personne	P6619	C23873	Louisiane
Personne	P6619	C23874	
Personne	P6619	C23875	Louisiane
Personne	P6619	C23876	Rochefort
Personne	P6684	C24045	La Rochelle
Personne	P6684	C24046	La Rochelle
Personne	P6684	C24044	Port-Louis
Personne	P6684	C24054	
Personne	P6684	C24055	La Rochelle
Personne	P6684	C24052	Amirauté
Personne	P6684	C24057	diocèse de Québec
Personne	P6684	C24048	
Personne	P6684	C24058	Réparation
Personne	P6684	C24042	chenal du Parc
Personne	P6684	C24043	La Rochelle
Personne	P6684	C24049	Cet
Personne	P6684	C24047	
Personne	P6684	C24050	Vieille forme
Personne	P6684	C24053	
Personne	P6684	C24059	
Personne	P6684	C24060	Vieille Forme
Personne	P6684	C24056	
Personne	P6684	C24051	
Personne	P6744	N15455	
Personne	P6744	C24200	
Personne	P6852	C24474	La Rochelle
Personne	P6852	C24475	La Rochelle
Personne	P6852	C24476	La Rochelle
Personne	P6902	N16266	
Personne	P6902	C25343	
Personne	P6903	C25344	
Personne	P6903	C25344	
Personne	P6903	C25345	
Personne	P7003	C25719	Canada
Personne	P7003	C25718	Québec
Personne	P7069	N16604	
Personne	P7146	C26154	
Personne	P7146	C26155	
Personne	P7193	C26322	Rochefort
Personne	P7254	C26450	Indien
Personne	P7271	C26471	Roi
Personne	P7448	C27070	
Personne	P7318	C26609	
Personne	P7394	C26922	Rémonville, Martinique
Personne	P7413	C26965	
Personne	P7449	C27071	Cayenne
Personne	P7450	C27072	La Rochelle
Personne	P7492	C27300	
Personne	P7492	C27299	
Personne	P7531	C27393	
Personne	P7558	C27466	
Personne	P8062	C28935	
Personne	P8062	C28935	
Personne	P8063	C28937	
Personne	P8063	C28937	
Personne	P8063	C28936	
Personne	P7675	C27750	ile Royale
Personne	P7675	C27750	ile Royale
Personne	P7675	C27749	Dunkerque, Rochefort, ile Royale
Personne	P7675	C27751	Dunkerque, France
Personne	P7675	C27752	Dunkerque, France
Personne	P7675	C27752	Dunkerque, France
Personne	P7675	C27753	Dunkerque, France
Personne	P7675	C27753	Dunkerque, France
Personne	P7680	C27786	Brest
Personne	P7680	C27785	Brest, Rochefort
Personne	P7680	C27784	Brest
Personne	P8048	C28726	Louvergny
Personne	P7767	N18131	
Personne	P7795	C28130	
Personne	P7806	N18184	
Personne	P7806	C28155	Canada
Personne	P7828	C28198	Nantes, Saint-Domingue
Personne	P7828	C28198	Nantes, Saint-Domingue
Personne	P7828	C28193	
Personne	P7828	C28194	
Personne	P7828	C28196	Les
Personne	P7828	C28195	
Personne	P7828	C28197	
Personne	P7896	C28357	
Personne	P7896	C28358	
Personne	P7935	C28455	Blainville
Personne	P7935	C28454	Brest
Personne	P7949	C28477	Martinique
Personne	P7949	C28477	Martinique
Personne	P7949	C28480	Martinique
Personne	P7949	C28482	
Personne	P7949	C28478	
Personne	P7949	C28481	
Personne	P7949	C28479	Triton
Personne	P8038	C28688	
Personne	P8038	C28689	
Personne	P8038	C28690	
Personne	P8038	C28685	Triton, Martinique
Personne	P8038	C28687	
Personne	P8038	C28686	Guadeloupe
Personne	P8038	C28686	Guadeloupe
Personne	P8323	C30229	La Rochelle
Personne	P8872	C32193	Martinique, Rémonville
Personne	P8467	C30651	ile Royale
Personne	P8467	C30652	
Personne	P8467	C30653	ile Royale
Personne	P8487	C30706	Pontmarois
Personne	P8512	C30764	
Personne	P8512	C30766	Invalides de la Marine, Marennes
Personne	P8512	C30766	Invalides de la Marine, Marennes
Personne	P8512	C30765	
Personne	P8512	C30767	Invalides, Marennes
Personne	P8512	C30768	Invalides, Marennes
Personne	P8512	C30769	Invalides, Marennes
Personne	P8662	C31197	
Personne	P8747	C31490	Albon
Personne	P8747	C31489	
Personne	P8747	C31491	
Personne	P8747	C31492	
Personne	P8768	C31597	
Personne	P8768	C31594	
Personne	P8768	C31598	
Personne	P8768	C31595	
Personne	P8768	C31596	
Personne	P8768	C31596	
Personne	P8774	C31641	
Personne	P8862	C32177	
Personne	P8960	N20740	
Personne	P8960	C32499	Montréal
Personne	P8960	C32498	
Personne	P9423	C34254	
Personne	P9423	C34257	Marseille, Martinique, Nantes
Personne	P9423	C34255	
Personne	P9423	C34256	
Personne	P9079	C32862	ile Royale
Personne	P9171	C33027	
Personne	P9171	C33026	
Personne	P9236	C33497	Calais, Rochefort
Personne	P9236	C33496	
Personne	P9236	C33498	Suisse
Personne	P9280	C33614	
Personne	P9310	C33741	
Personne	P9384	C34006	
Personne	P9384	C34005	
Personne	P9439	C34339	Toulon, Rochefort
Personne	P9439	C34340	Toulon, Rochefort
Personne	P9443	C34355	
Personne	P9443	C34352	Canada
Personne	P9443	C34352	Canada
Personne	P9443	C34353	
Personne	P9443	C34354	
Personne	P9443	C34356	Canada, Chameau
Personne	P9443	C34360	
Personne	P9443	C34359	fort de Détroit
Personne	P9443	C34357	
Personne	P9443	C34357	
Personne	P9443	C34358	
Personne	P9525	C34748	
Personne	P9525	C34750	
Personne	P9525	C34747	
Personne	P9525	C34747	
Personne	P9525	C34749	
Personne	P9569	N22262	
Personne	P9628	C35353	
Personne	P9628	C35352	Brest
Personne	P9646	C35454	
Personne	P9646	C35454	
Personne	P9646	C35453	
Personne	P9653	C35476	
Personne	P9653	C35478	Colonies
Personne	P9653	C35477	
Personne	P9653	C35477	
Personne	P9653	C35475	ile Royale
Personne	P9653	C35475	ile Royale
Personne	P9653	C35473	
Personne	P9653	C35473	
Personne	P9653	C35474	
Personne	P9653	C35474	
Personne	P9653	C35474	
Personne	P9711	N22629	
Personne	P9711	C35683	
Personne	P9711	C35684	
Personne	P9711	C35685	
Personne	P9711	C35686	La Gironde
Personne	P9749	N22685	
Personne	P9775	C35787	Périgueux
Personne	P9775	C35788	
Personne	P9775	C35793	
Personne	P9775	C35795	
Personne	P9775	C35794	
Personne	P9775	C35790	
Personne	P9775	C35791	
Personne	P9775	C35792	
Personne	P9775	C35789	
Personne	P9852	N22876	
Personne	P9852	C35994	Intendance des Iles du Vent
Personne	P9852	C35994	Intendance des Iles du Vent
Personne	P9852	C35993	
Personne	P9852	C35993	
Personne	P9857	C35999	Oléron
Personne	P9857	C35998	
Personne	P9892	C36137	Martinique
Personne	P9986	N23189	
Personne	P10015	C36513	Chapus
Personne	P10135	C36839	
Personne	P10135	C36838	
Personne	P10135	C36836	
Personne	P10135	C36837	
Personne	P10158	C36927	
Personne	P10250	C37458	Charente
Personne	P10250	C37459	Charente
Personne	P10289	C37533	
Personne	P10307	C37563	Beauvais
Personne	P10334	N23913	
Personne	P10334	C37727	
Personne	P10334	C37726	Martinique, Dromadaire
Personne	P10443	C38016	
Personne	P10443	C38016	
Personne	P10443	C38017	
Personne	P10464	C38067	
Personne	P10468	C38076	Rochefort
Personne	P10469	C38077	ile Royale
Personne	P10472	N24188	
Personne	P10536	C38321	
Personne	P10539	C38331	Marennes
Personne	P10539	C38330	
Personne	P10539	C38328	
Personne	P10539	C38329	
Personne	P10577	N24423	
Personne	P10577	N24423	
Personne	P10580	N24426	
Personne	P10619	C38535	
Personne	P10619	C38535	
Personne	P10673	C38712	
Personne	P10673	C38712	
Personne	P11	C96	Dolus, ile d'Oléron
Personne	P179	C1957	
Personne	P179	C1957	
Personne	P222	C2030	Bordeaux
Personne	P241	C2169	
Personne	P241	C2165	Rochefort
Personne	P241	C2163	
Personne	P241	C2166	Bordeaux
Personne	P241	C2167	Marennes
Personne	P241	C2164	
Personne	P241	C2168	Marennes
Personne	P412	C2561	
Personne	P494	C2781	Aix, Oléron
Personne	P494	C2781	Aix, Oléron
Personne	P536	C2854	
Personne	P573	C2983	Dunkerque
Personne	P587	C3008	
Personne	P602	C3049	
Personne	P656	C3286	
Personne	P707	C3424	
Personne	P707	C3424	
Personne	P707	C3422	Passage, Brest
Personne	P707	C3423	Passage, Brest
Personne	P713	N1707	
Personne	P713	C3455	Passage
Personne	P713	C3456	
Personne	P734	C3533	Forest
Personne	P1678	C6171	Gardien
Personne	P1678	C6171	Gardien
Personne	P823	C3726	
Personne	P823	C3726	
Personne	P823	C3725	
Personne	P833	C3737	Bertauville
Personne	P833	C3737	Bertauville
Personne	P833	C3736	Sabran
Personne	P872	C3829	
Personne	P895	C3877	Saint-Domingue, Saint-Domingue, La Rochelle
Personne	P895	C3878	
Personne	P1061	N2393	
Personne	P1061	C4374	
Personne	P1061	C4375	Canada
Personne	P1061	C4370	Adjudicataire
Personne	P1061	C4376	Fournitures
Personne	P1061	C4373	
Personne	P1061	C4372	
Personne	P1061	C4371	
Personne	P1191	C4737	Invalides, la Rochelle
Personne	P1191	C4727	
Personne	P1191	C4728	
Personne	P1191	C4736	Invalides de la Marine, La Rochelle
Personne	P1191	C4732	
Personne	P1191	C4733	
Personne	P1191	C4733	
Personne	P1191	C4734	
Personne	P1191	C4734	
Personne	P1191	C4735	
Personne	P1191	C4725	La Rochelle, l’Amérique
Personne	P1191	C4738	la Rochelle
Personne	P1191	C4726	La Rochelle
Personne	P1191	C4729	
Personne	P1191	C4730	Roi
Personne	P1191	C4731	Roi
Personne	P1195	C4746	la Martinique
Personne	P1300	C5016	Saint-Domingue
Personne	P1367	C5164	
Personne	P1383	C5193	
Personne	P1383	C5192	Oléron
Personne	P1383	C5194	
Personne	P1399	C5242	Nantes
Personne	P1492	C5505	Hollande
Personne	P1492	C5506	
Personne	P1502	C5518	
Personne	P1539	N3338	
Personne	P1628	C5853	Bayonne, Cap Finistère
Personne	P1628	C5857	La Rochelle
Personne	P1628	C5856	
Personne	P1628	C5854	Calais
Personne	P1628	C5855	La Rochelle
Personne	P1748	C6334	
Personne	P1926	C6760	
Personne	P1931	C6787	Saint-Domingue
Personne	P1951	N4195	
Personne	P1991	C7034	Dunkerque
Personne	P2449	C8302	Nantes
Personne	P2463	C8326	
Personne	P2463	C8327	
Personne	P2481	C8859	
Personne	P2481	C8860	Juda
Personne	P2540	C9701	Rochefort, Martinique
Personne	P2540	C9702	
Personne	P2640	C9951	Saint-Domingue
Personne	P2640	C9952	Triton
Personne	P2650	N5846	
Personne	P2650	N5847	
Personne	P2650	N5847	
Personne	P2734	C10147	
Personne	P2734	C10148	
Personne	P2745	C10172	Occident, Canada
Personne	P2763	C10285	ile Royale
Personne	P2763	C10286	
Personne	P2763	C10287	Rochefort, Auvergne
Personne	P2763	C10289	
Personne	P2763	C10288	Auvergne
Personne	P2763	C10288	Auvergne
Personne	P2831	C10444	Triton
Personne	P2863	C10572	forêt de Barrade, Périgord
Personne	P2918	C10763	
Personne	P2918	C10760	
Personne	P2918	C10759	
Personne	P2918	C10761	
Personne	P2918	C10762	
Personne	P2959	C10879	
Personne	P3028	C11034	
Personne	P3060	C11106	Commissaire de la Marine, Toulouse
Personne	P3060	C11107	
Personne	P3087	C11163	
Personne	P3347	C12028	Saint-Domingue
Personne	P3443	C12386	Père supérieur des Récollets, ile Royale
Personne	P3579	C12847	
Personne	P3635	C13112	
Personne	P3635	C13113	
Personne	P3687	C13268	Nantes
Personne	P3902	C13914	
Personne	P3902	C13916	la Martinique
Personne	P3902	C13915	Portefaix
Personne	P3902	C13917	Saintonge
Personne	P3902	C13920	Royan
Personne	P3902	C13918	Royan
Personne	P3902	C13919	Royan
Personne	P3949	C14047	
Personne	P3949	C14047	
Personne	P4149	C15248	Montaudouin
Personne	P4169	C15326	
Personne	P4169	C15324	Chameau
Personne	P4169	C15325	
Personne	P4169	C15323	
Personne	P4219	C15471	
Personne	P4219	C15471	
Personne	P4277	N9848	
Personne	P4277	C15983	Fontès
Personne	P4282	C16005	
