unittitle	function	ID
Rénier (alias Régnier)	Personne	P9428
Resgnier	Personne	P9086
Richard, Pierre	Personne	P9125
Richebourg, Sieur de	Personne	P9130
Robelin	Personne	P9180
Robert, Pierre	Personne	P9193
Robiot	Personne	P9204
Roche, Pierre	Personne	P9218
Rochesnart, Demoiselle de	Personne	P9228
Roussin	Personne	P9344
Roux, la fille de la veuve	Personne	P9361
Saccardy (alias Sacardy)	Personne	P9449
Sage, Jean	Personne	P9452
Saige	Personne	P9460
Saint-Abre, Le chevalier de	Personne	P9469
Saint-Hilaire, Demoiselles de	Personne	P9517
Saint-Léger	Personne	P9535
Saint-Léger de La Saussaye	Personne	P9537
Sainville	Personne	P9634
Salignac, Sieur de	Personne	P9650
Salvat	Personne	P9660
Sanson	Personne	P9674
Sauveur	Personne	P9734
Savigny, de	Personne	P9752
Segonzac, Sieur de	Personne	P9776
Serpault, Demoiselle	Personne	P9813
Sinson	Personne	P9869
Sourdis, Marquis de	Personne	P9922
Tallemay, Sieur de	Personne	P9992
Tandy, Nathanaël	Personne	P10004
Tarault	Personne	P10007
Taumur, Demoiselle de (alias Thaumeur)	Personne	P10027
Teuleron	Personne	P10071
Thersmitte	Personne	P10078
Thibaudeau	Personne	P10085
Thibault Desprès	Personne	P10088
Thomas, Jeanne	Personne	P10112
Torcy, Jean-Baptiste marquis de	Personne	P10175
Touraud, Jean	Personne	P10198
Valossière	Personne	P10338
Vandeuil, Sieur de	Personne	P10350
Veillart, Jean	Personne	P10441
Venneuelle, La prétendue comtesse de	Personne	P10456
Véry, Elie	Personne	P10682
Villiers, de	Personne	P10605
Vitou, Jean	Personne	P10629
Vitou, Nicolas	Personne	P10630
Vivien de Puybalon	Personne	P10635
Vivier (alias Du Vivier)	Personne	P10637
Youf	Personne	P10694
Adrien, Veuve Timothée	Personne	P16
Amoreux	Personne	P94
Arnaud	Personne	P143
Arnaudin	Personne	P151
Aubouin	Personne	P192
Audet	Personne	P202
Aynesy	Personne	P268
Balon	Personne	P323
Barbeau	Personne	P359
Baroil	Personne	P414
Barreau	Personne	P432
Bart	Personne	P457
Bassemaison	Personne	P464
Baubriant (alias Baubriand)	Personne	P483
Bauché, Blaise	Personne	P485
Baurie	Personne	P521
Beaubriand-Levêque, Sieur de	Personne	P535
Beauharnais, de	Personne	P567
Beccancourt, Le chevalier de	Personne	P640
Belon	Personne	P729
Belot-Lamoureux	Personne	P735
Béraud	Personne	P1683
Bernard	Personne	P785
Besson	Personne	P874
Bignon	Personne	P906
Binau, Demoiselle	Personne	P937
Binaud	Personne	P938
Blain	Personne	P968
Blatin	Personne	P990
Bochet, Blaise	Personne	P1018
Boireau, Mathurin	Personne	P1032
Boissyraymé, de	Personne	P1103
Bonaud	Personne	P1120
Bonnet	Personne	P1169
Borie	Personne	P1212
Bouridal, de	Personne	P1330
Bourry, de	Personne	P1341
Boutein, Moyse	Personne	P1352
Boutteville, dit La feuille	Personne	P1373
Boutteville, M. de	Personne	P1372
Brache, Sieur de	Personne	P1405
Breuilles, Sieur de	Personne	P1471
Brochard	Personne	P1512
Brun	Personne	P1553
Brunelière	Personne	P1558
Buiret	Personne	P1604
Bury, Jacques	Personne	P1627
Candezze	Personne	P1785
Cartigny, de	Personne	P1841
Castigny, Sieur de (ou Cartigny)	Personne	P1869
Cazaus, de	Personne	P1906
Chalais, Le chevalier de	Personne	P1964
Chalumeau, Veuve	Personne	P1972
Charrin	Personne	P2114
Chasseloup, Demoiselle	Personne	P2126
Chaviteau, Jacques	Personne	P2248
Cheury, Marquis de	Personne	P2276
Ciré, Marquis de	Personne	P2370
Clairau	Personne	P2375
Clairville	Personne	P2381
Clercau	Personne	P2403
Clereau	Personne	P2404
Coëtlogon, Le chevalier de	Personne	P2697
Comte	Personne	P2495
Contre, de	Personne	P2524
Contreblénac, de	Personne	P2525
Cormier	Personne	P2551
Costebelle, Sieur de	Personne	P2572
Courbon Saint-Léger, M. de	Personne	P2614
Cravoy, de	Personne	P2705
D'Aigrefin	Personne	P2767
D'Arangy	Personne	P2798
D'Argenson	Personne	P2802
D'Hautefort	Personne	P2862
D'Infreville, Le chevalier	Personne	P2878
D'Ormesson	Personne	P2891
Dagnonterras	Personne	P2906
Dantragues	Personne	P2971
Decamp	Personne	P3059
Dedoit	Personne	P3071
Degremont, Antoine	Personne	P3083
Delacroix	Personne	P3103
Delisle	Personne	P3145
Dellerac	Personne	P3148
Demezi	Personne	P3163
Deschillais	Personne	P3251
Desgua	Personne	P3311
Desherbiers, veuve	Personne	P3318
Desperon	Personne	P3356
Devalles	Personne	P3387
Dodun	Personne	P3439
Doncieu, Le chavalier	Personne	P3445
Douzon	Personne	P3491
Drognon Terras	Personne	P3499
Droguet, Louis	Personne	P3500
Dubourry	Personne	P3551
Dubreuillet	Personne	P3565
Duchastelet, Marquis	Personne	P3594
Dumayne, Eléonore	Personne	P3714
Dupalais, Le Chevalier	Personne	P3764
Duplessis-Moreau	Personne	P3812
Dupont de Veilleine	Personne	P3817
Dupré, François dit Belair	Personne	P3836
Duret	Personne	P3893
Dusault	Personne	P3917
Dutartre	Personne	P3924
Duvivier, Thomas	Personne	P3980
Evêque de Saintes	Personne	P4096
Fabury, Sieur de	Personne	P4099
Faget	Personne	P4102
Faureau, Demoiselle	Personne	P4136
Fayet	Personne	P4159
Fecquaire	Personne	P4163
Féron, Nicolas	Personne	P4474
Ferran, Pierre	Personne	P4180
Ferrier	Personne	P4194
Fleuran	Personne	P4244
Flindre Choüamy	Personne	P4252
Fondalon	Personne	P4269
Fortin	Personne	P4339
François	Personne	P4422
Frezeau de la Frezelière, Charles-Madeleine	Personne	P4436
Friquet	Personne	P4438
Galiffet, Sieur de	Personne	P4538
Gautier	Personne	P4671
Gito, (alias Gitton)	Personne	P4839
Gombaud (alias Gombauld)	Personne	P4878
Gomelieu, Sieur de	Personne	P4886
Gorry 	Personne	P4899
Gouletti	Personne	P4922
Grange, Sieur de	Personne	P4999
Guillain, Demoiselle	Personne	P5141
Guillot	Personne	P5167
Guimont	Personne	P5188
Hardouin	Personne	P5274
Jean, Veuve Etienne	Personne	P5483
Joncoux, de	Personne	P5517
L'Estang, Sieur de	Personne	P5621
Labarre, de	Personne	P5733
Labat, de	Personne	P5742
Labordemain, de	Personne	P5774
Lachenardière, de	Personne	P5841
Lachesnaye	Personne	P5844
Laclisse	Personne	P5852
Laclisse, Demoiselle de	Personne	P5853
Ladmiral, Demoiselle	Personne	P5910
Ladoubé	Personne	P5911
Laferrière, de	Personne	P5929
Laferté, de	Personne	P5931
Lafillière	Personne	P5942
Lagord, Sieur de	Personne	P6008
Lajus, Le Jeune	Personne	P6082
Lalanne, Sieur de	Personne	P6092
Lamainforme, de	Personne	P6114
Lamarre, Sieur de	Personne	P6133
Lambert	Personne	P6144
Lamotte Ango, Sieur de	Personne	P6189
Lamotte Genouillé, Veuve de	Personne	P6192
Lamotte Michel, Demoiselle de	Personne	P6196
Lamotte, Sieur de	Personne	P6203
Lapacaudière, Dame de	Personne	P6277
Laplanche, sieur de	Personne	P6300
Laprisebaudin, de	Personne	P6321
Larieux, de	Personne	P6351
Larigaudière Froger	Personne	P6352
Larochalard, de (alias La Rochallart)	Personne	P6371
Laroche, Elie de	Personne	P6386
Laroque, Sieur de	Personne	P6410
Larouvière	Personne	P6424
Lasaulaye, de	Personne	P6457
Latreille Follière, de	Personne	P6512
Lauthier	Personne	P6555
Lauzon, Le Chevalier de	Personne	P6558
Laverune, Sieur de	Personne	P6589
Lavigne Buisson	Personne	P6595
Lestrille, de	Personne	P6860
Lion, Sieur de	Personne	P6949
Livernan, Sieur de	Personne	P6961
Loire, Demoiselle de	Personne	P6980
Luneau	Personne	P7103
Magne, Dame de	Personne	P7171
Maigne, Dame de	Personne	P7183
Maingault	Personne	P7201
Makarel	Personne	P7216
Manigault	Personne	P7270
Marcolay	Personne	P7311
Marest	Personne	P7322
Marie	Personne	P7335
Marillac, Le chevalier de	Personne	P7348
Mariollay	Personne	P7361
Maupeou, Le Chevalier de	Personne	P7532
Maurice	Personne	P7546
Meusnier, Jean	Personne	P7668
Meusnier, Veuve	Personne	P7669
Mezy, de	Personne	P7676
Michel, Veuve	Personne	P7695
Mondens, Sieur de	Personne	P7775
Montgon, Le chevalier de	Personne	P7857
Montmort	Personne	P7885
Moracin	Personne	P7915
Morain	Personne	P7918
Mornac, Sieur de	Personne	P7969
Morveaux, Comte de	Personne	P7983
Moufle	Personne	P8008
Palu de Fontenay	Personne	P8331
Papin	Personne	P8341
Pelletan, Abraham	Personne	P8439
Persy, de	Personne	P8536
Plumier, [Charles]	Personne	P8692
Poitier	Personne	P8715
Potier	Personne	P8785
Poudens, Le chevalier de	Personne	P8789
Poussard	Personne	P8809
Prioux, Les sœurs	Personne	P8836
Raffin, Etienne	Personne	P8931
Raguienne de Mareuil	Personne	P8935
Rambure, Sieur de	Personne	P8953
Rancogne, Le chevalier de	Personne	P8970
Rénier, Pierre	Personne	P9429
Rey	Personne	P9102
Ricouard	Personne	P9139
Robinet, Demoiselle	Personne	P9201
Rochette	Personne	P9229
Rocmador, Sieur de	Personne	P9230
Roquart, Le chevalier de	Personne	P9272
Roquefeuilles, Sieur de	Personne	P9277
Rougemont, Sieur de	Personne	P9308
Rouillé	Personne	P9311
Rousseau	Personne	P9331
Rouvières	Personne	P9350
Roux	Personne	P9355
Rubin, François	Personne	P9381
Saint-Hermine, de	Personne	P9514
Saint-Laurent	Personne	P9531
Saint-Luc, de	Personne	P9534
Saint-Martin, de	Personne	P9555
Saint-Simon, Duchesse de	Personne	P9597
Saint-Sulpice, Sieur de	Personne	P9601
Saujon, M. de	Personne	P9706
Sausse	Personne	P9724
Serville	Personne	P9828
Suraud	Personne	P9952
Thomas, Veuve	Personne	P10116
Thury	Personne	P10125
Tolède	Personne	P10166
Touchemarin	Personne	P10186
Valmenière, Sieur de	Personne	P10335
Vanolles, Sieur de	Personne	P10361
Varin	Personne	P10374
Vatbois	Personne	P10385
Vaugiraud, Sieur de	Personne	P10413
Vaumignon	Personne	P10422
Venelot	Personne	P10452
Vialet	Personne	P10493
Voutron, Demoiselles de	Personne	P10664
Baudran	Personne	P500
Beat, Isaac	Personne	P532
Daumont	Personne	P3029
Dumains	Personne	P3704
Joué	Personne	P5564
Saint-Michel, de	Personne	P9564
Tigné, Sieur de	Personne	P10138
Alizeau, François	Personne	P41
Allain, Pierre	Personne	P45
Allard	Personne	P52
Aniaba, prince d'Assinie	Personne	P112
Astruc	Personne	P177
Auger	Personne	P220
Ausourd, Jean	Personne	P247
Baguet	Personne	P299
Baragué	Personne	P334
Barail (alias Barrail, Barrailh)	Personne	P335
Barault (alias Bareau)	Personne	P350
Barbeau des conches	Personne	P360
Barber	Personne	P363
Barcanon	Personne	P381
Basset	Personne	P465
Bastet	Personne	P471
Baudin	Personne	P489
Baudré	Personne	P508
Belle-Isle, Sieur de	Personne	P683
Belmont, de	Personne	P725
Bernabeau	Personne	P778
Berteau, Pierre	Personne	P826
Bezart	Personne	P890
Bidé de Maurville	Personne	P902
Billy, Sieur de	Personne	P934
Bions	Personne	P946
Bonnaire, de	Personne	P1135
Bonnemie, de	Personne	P1164
Bonnichon, Julien	Personne	P1178
Bouchu	Personne	P1246
Bourlet	Personne	P1336
Boutin, Guillame	Personne	P1362
Brunier, Jean	Personne	P1567
But	Personne	P1638
Caillières, de	Personne	P1738
Cannet	Personne	P1789
Carzon, François	Personne	P1847
Catalan	Personne	P1875
Caumont	Personne	P1882
Chaigneau	Personne	P1953
Champmeslin, de	Personne	P2018
Chapotot	Personne	P2049
Charles	Personne	P2074
Chauvet, François	Personne	P2223
Cheroutel	Personne	P2269
Clancy, de	Personne	P2385
Claverie	Personne	P2397
Colardeau	Personne	P2461
Conseil	Personne	P2510
Courserat, de	Personne	P2648
Crepaut, Maurice	Personne	P2712
D'Armonville	Personne	P2804
D'Arquien, Comte (alias D'arquian)	Personne	P2807
D'Auzun	Personne	P2825
D'Harcourt, Marquis	Personne	P2859
D'Herbigny	Personne	P2866
Dangeau, Marquis de	Personne	P2948
Dapremont	Personne	P2977
Darrieux	Personne	P2998
Daverluy	Personne	P3037
David	Personne	P3040
Demuin	Personne	P3168
Deschiens	Personne	P3250
Desnots	Personne	P3349
Desperbasque	Personne	P3355
Duché	Personne	P3603
Dudresnay	Personne	P3629
Dumas, François	Personne	P3710
Dumoulin	Personne	P3753
Durand	Personne	P3865
Flamand	Personne	P4230
Fleury	Personne	P4247
Fontenu, Sieur de	Personne	P4298
Forant, Fils	Personne	P4305
Forbin, Le chevalier de	Personne	P4312
Fourchelasière, Etienne	Personne	P4370
Gabaret de La Mothe	Personne	P4482
Gacé, Le Comte de	Personne	P4519
Gacier, Nicolas	Personne	P4518
Gallet, Sébastien	Personne	P4545
Garcin, Etienne	Personne	P4580
Gaschet, Veuve Thomas	Personne	P4610
Gaschinard	Personne	P4611
Gassier	Personne	P4618
Gaultier	Personne	P4662
Gennes, Madame de	Personne	P4718
Gessein, Veuve	Personne	P4756
Gibouleau, Elie	Personne	P4769
Giraud, Jacques	Personne	P4810
Giraudet, Pierre	Personne	P4819
Girouil, Antoine	Personne	P4834
Goy	Personne	P4956
Grandguillaume	Personne	P4977
Grandmaison	Personne	P4981
Graton	Personne	P5015
Guenon (alias Guenaut)	Personne	P5095
Guichard, Jean-Baptiste	Personne	P5125
Guillain	Personne	P5139
Guillet, Demoiselles	Personne	P5157
Guitton, Pierre	Personne	P5209
Habert	Personne	P5259
Helvétius	Personne	P5304
Héron, Fils	Personne	P5415
Huet, Pierre, dit La Violette	Personne	P5372
Jacquin, Joseph	Personne	P5445
Jamain (alias Jamin)	Personne	P5449
Jarosson, Pierre	Personne	P5468
Jersey, Comte de	Personne	P5491
Juchereau	Personne	P5576
La Motte d'Eyran, Madame de	Personne	P5683
Labrangelie, Le Chevalier de	Personne	P5791
Labrosse, de	Personne	P5800
Labroue, Sieur de	Personne	P5802
Lachesnaux, Sieur de	Personne	P5843
Lacroix, de	Personne	P5904
Laforce, Duc de	Personne	P5961
Lamezanchère, Sieur de	Personne	P6155
Lanaverre, Paul de	Personne	P6215
Landebarats, Sieur de	Personne	P6219
Landreau	Personne	P6225
Landron, Etienne	Personne	P6229
Langlier	Personne	P6251
Lanneau	Personne	P6262
Laperière, de	Personne	P6286
Lapoupelière, Sieur de	Personne	P6316
Laremberge	Personne	P6337
Larigaudière, de	Personne	P6356
Larochalard, de (alias La Rochellart)	Personne	P6372
Laroche	Personne	P6375
Laronde, de	Personne	P6405
Lasauvagère, de	Personne	P6465
Lavigne, Isaac	Personne	P6596
Lavrillière, de	Personne	P6607
Leblanc	Personne	P6626
Lefel, Charles	Personne	P6688
Lelarge	Personne	P6738
Lemeyrat de Saint Abre	Personne	P6767
Ligondais, Sieur de	Personne	P6925
Marigny, Le capitaine de	Personne	P7344
Masse	Personne	P7453
Mauprié, Dame de	Personne	P7536
Maurville, Bidé de	Personne	P7550
Ménardeau	Personne	P8064
Méré	Personne	P8073
Merlas, Marguerite (alias Merlat)	Personne	P7623
Meslin	Personne	P7633
Monfort	Personne	P7782
Moreau	Personne	P7927
Moreau, Gilles-François	Personne	P7931
Naudin, Veuve	Personne	P8108
Neuvillette, de	Personne	P8145
Niquit	Personne	P8163
Nivert, Henri	Personne	P8165
Nointel, de	Personne	P8179
Notes, Pierre-Eutrope	Personne	P8232
Oriou	Personne	P8287
Pacaut (alias Pacault)	Personne	P8304
Pasdejeu, Sieur de (alias Padejeu)	Personne	P8384
Pasdejeu, Sieur de (alias Padjeu)	Personne	P8385
Pasquier	Personne	P8389
Petit de Boisselle	Personne	P8548
Picard, Jean	Personne	P8598
Pinard	Personne	P8635
Pléneuf, Sieur de	Personne	P8694
Plésac, de	Personne	P8695
Pommery, Gabriel dit La Champignère	Personne	P8739
Poulain, Veuve	Personne	P8796
Poux	Personne	P8811
Rambaut, Josué	Personne	P8951
Raubois	Personne	P8997
Rémy, Jean	Personne	P9426
Rigaud	Personne	P9148
Roger des Motteux	Personne	P9238
Rolland, Jean	Personne	P9251
Rolland, Nicolas	Personne	P9253
Rondeau	Personne	P9266
Rouet	Personne	P9306
Rousseau d'Orfontaine	Personne	P9332
Roussel	Personne	P9335
Roux, Louis	Personne	P9359
Sageant, Mathieu (alias Sagean)	Personne	P9453
Saint-Aubin	Personne	P9485
Saint-Bris	Personne	P9492
Saint-Michel Dunezac	Personne	P9562
Seguier	Personne	P9779
Selleron	Personne	P9800
Serpault	Personne	P9812
Simon, Yves	Personne	P9858
Tadourneau, Isaac	Personne	P9976
Tarrière	Personne	P10014
Tasseran, Sieur de	Personne	P10021
Thevenot	Personne	P10080
Thillorier, Pierre	Personne	P10097
Tiphaneau	Personne	P10149
Toulouse, Le comte de	Personne	P10192
Toumazon (alias Thomazon)	Personne	P10196
Tresaguet	Personne	P10230
Tronchin	Personne	P10244
Varennes, de	Personne	P10372
Vaulezard, de (alias Vaulezar)	Personne	P10417
Vignier, Pierre	Personne	P10543
Villeroy, Le Maréchal de	Personne	P10581
Vitré, Sieur de	Personne	P10632
Voisin, Le Chevalier de	Personne	P10646
Beauchesne, M. de	Personne	P543
Bégon, l'intendant Michel (note page 322)	Personne	P1665
Bellisle, M. de	Personne	P708
Bernage, sieur de	Personne	P782
Bonnemie, sieur de	Personne	P1165
Boutin	Personne	P1361
Brassac, contesse de	Personne	P1430
Brossart de Beaulieu	Personne	P1526
Brunet, la dame	Personne	P1562
Cabanac, sieur de	Personne	P1705
Chamillart	Personne	P1986
Chamilly, maréchal de	Personne	P1990
Charles, Louis	Personne	P2076
Châteaumorant, marquis de	Personne	P2356
Chavagnac, sieur de	Personne	P2238
Chevallier	Personne	P2289
Clérac, sieur de	Personne	P2430
Cressé	Personne	P2721
D'Albleiges	Personne	P2772
D'Estrées, le comte	Personne	P2856
D'Herbault	Personne	P2865
D'Osmont, le chevalier	Personne	P2896
Dannesay, dame	Personne	P2963
Dans Dautefort	Personne	P2968
Daubenton	Personne	P3013
Desaugiers, le chevalier	Personne	P3219
Despéroux (alias d'Espérou)	Personne	P3367
Ducoudray	Personne	P3612
Dulino	Personne	P3694
Dumas	Personne	P3708
Duprat	Personne	P3833
Foureau	Personne	P4374
Gaulette, Louis	Personne	P4656
Gennes, M. de	Personne	P4717
Giraldin	Personne	P4794
Goulet de Brevannes	Personne	P4920
Guichard (alias Guichart)	Personne	P5122
Hatry	Personne	P5284
Laperrière, sieur de	Personne	P6289
Laruffinière, sieur de	Personne	P6436
Lasalle, sieur de	Personne	P6451
Lavillebagne, sieur de	Personne	P6598
Lepeletier	Personne	P6788
Lestoffé	Personne	P6853
Logivière, M. de	Personne	P6974
Louvigny, sieur de	Personne	P7072
Lubert, M. de	Personne	P7086
Mathé de Boislandry	Personne	P7499
Mauchan	Personne	P7506
Milieu	Personne	P7704
Mortemart, Mme de	Personne	P7981
Mosny	Personne	P7988
Neuvenne	Personne	P8141
Olivier	Personne	P8274
Périgny, sieur de	Personne	P8883
Petit (note page 324)	Personne	P8545
Petitmoulin	Personne	P8561
Piau, Marie-Anne	Personne	P8596
Picard	Personne	P8597
Pigny	Personne	P8619
Pirolle, la dame	Personne	P8664
Pontchartrain	Personne	P8756
Rambault	Personne	P8947
Regnier, M. de	Personne	P9041
Ricouart, sieur de	Personne	P9144
Rothon	Personne	P9297
Rousselot	Personne	P9341
Sauvolle, M. de	Personne	P9737
Segonzac, sieur de	Personne	P9777
Surgères, le chevalier de	Personne	P9959
Terville, sieur de	Personne	P10054
Tigné, sieur de	Personne	P10140
Tourton	Personne	P10212
Vialis	Personne	P10495
Villadarias, marquis de	Personne	P10551
Acart, sieur	Personne	P6
Achille, le frère	Personne	P9
Arger, alias Alger	Personne	P138
Babou, François	Personne	P287
Balliany	Personne	P320
Barrault	Personne	P431
Barret	Personne	P437
Beauchamps, sieur de	Personne	P540
Bégaud, Jean	Personne	P1659
Bellisle	Personne	P704
Bernard, les demoiselles	Personne	P794
Berquin	Personne	P811
Billaud	Personne	P924
Billouin, Louis	Personne	P932
Billy, sieur de	Personne	P936
Bion	Personne	P944
Bion, Paul	Personne	P945
Blin	Personne	P995
Bohier	Personne	P1023
Bonne Amie, la nommée 	Personne	P1146
Bonneval	Personne	P1174
Bordage	Personne	P1200
Bouchart	Personne	P1232
Boucher	Personne	P1234
Bouvet, M. de	Personne	P1375
Breman	Personne	P1442
Briosne, veuve	Personne	P1496
Brunet	Personne	P1559
Bruslé, Jacques	Personne	P1572
Brusley	Personne	P1570
Caillet, Georges (alias Cagnyé) 	Personne	P1736
Calvaud	Personne	P1756
Cambray, veuve	Personne	P1771
Camus Destouches	Personne	P1780
Capdeville	Personne	P1792
Cavous	Personne	P1899
Chaillé, dame	Personne	P1958
Chastellan	Personne	P2155
Chastillon, comte de	Personne	P2162
Chrétien	Personne	P2350
Claye, M. de	Personne	P2399
Comenge, comte de	Personne	P2490
D'Alesme	Personne	P2776
D'Escoyeux	Personne	P2839
D'Illiers, la dame	Personne	P2876
Damon, chevalier	Personne	P2940
Dangibeaud	Personne	P2951
Dartet Labat, Jean	Personne	P3003
Daunis, demoiselle	Personne	P3032
David 	Personne	P3041
Decheusse	Personne	P3062
Degascq	Personne	P3075
Delacour	Personne	P3100
Delaneau, dame Marguerite, marquise	Personne	P3122
Demontis, Pierre	Personne	P3167
Derideau, Marie	Personne	P3183
Dezatiers Cassé	Personne	P3404
Donat	Personne	P3444
Douet	Personne	P3478
Dubouquet	Personne	P3545
Dubrouillant	Personne	P3567
Duhéron	Personne	P3682
Dumesnil	Personne	P3716
Dumeynis	Personne	P3733
Dumortier	Personne	P3751
Dupetit Val	Personne	P3789
Duplessis	Personne	P3797
Duvivier Thomas	Personne	P3978
Edelink	Personne	P4052
Esprinchard (alias Espinchars)	Personne	P4078
Faure, Paul de	Personne	P4132
Favry, demoiselle	Personne	P4156
Féroles, sieur de	Personne	P4472
Ferrand	Personne	P4181
Ferrand de Cossay	Personne	P4182
Follet	Personne	P4264
Fontanieu, sieur de	Personne	P4281
Fontenay, sieur de	Personne	P4288
Foran, Pierre	Personne	P4303
Fort, Jaquette et Martiale	Personne	P4335
Fouvey, M. de	Personne	P4397
Frément, René	Personne	P4458
Froment	Personne	P4444
Gacherie	Personne	P4512
Gadeuille, M. de	Personne	P4520
Gagemont	Personne	P4522
Garbuzard	Personne	P4577
Gaspard de Aredonde, Don	Personne	P4615
Georget	Personne	P4733
Gillet, Claude-Joseph	Personne	P4782
Godin	Personne	P4861
Goilard, Jeanne	Personne	P4871
Goizeau	Personne	P4873
Grange, M. de (Voir Degrange)	Personne	P4998
Grégoireau	Personne	P5087
Gruel, fils	Personne	P5080
Guenon	Personne	P5094
Guenon de Fontbernard	Personne	P5096
