unittitle	function	ID
Montlaur de	Personne	P7876
Moreau, Jean	Personne	P7934
Moriame de	Personne	P7945
Morineau, Pierre	Personne	P7958
Morisseau, Pierre	Personne	P7961
Morpain	Personne	P7974
Motet, Mathurin (alias : Mothé)	Personne	P7992
Mouet	Personne	P8005
Naudet, François	Personne	P8103
Naulet	Personne	P8110
Noé Chevalier de	Personne	P8253
Nollet, Jean	Personne	P8192
Norbert Guillyn	Personne	P8197
Norisson, Jacques	Personne	P8205
Odon-Desgouttes	Personne	P8269
Pagès et Fleury	Personne	P8316
Papin, Elie	Personne	P8343
Parcheminier	Personne	P8350
Parent, Didier dit La Lime	Personne	P8358
Pascal (alias : Pasqual)	Personne	P8372
Pascaud (alias : Pascault)	Personne	P8376
Peau, André	Personne	P8415
Pelerin	Personne	P8428
Perrin, Alexis Bonaventure	Personne	P8506
Perron (alias : Péron)	Personne	P8520
Persin de	Personne	P8532
Peuple	Personne	P8570
Picard, Zacharie	Personne	P8599
Pionsac M. de	Personne	P8657
Piron	Personne	P8665
Piron, Jeanne	Personne	P8666
Platon, David	Personne	P8688
Pointel de La Bergerie	Personne	P8704
Polignac de	Personne	P8719
Pomier, François	Personne	P8732
Ponsery de	Personne	P8752
Pousauges Marquis de	Personne	P8808
Préanval de	Personne	P8849
Preaux-Dognez	Personne	P8821
Primaigné	Personne	P8831
Raguienne de	Personne	P8934
Rambault (alias : Rambaud)	Personne	P8948
Ramier, François	Personne	P8965
Raymond Du Carlot	Personne	P9014
Réals Chevalier de	Personne	P9408
Renaudin, Thomas	Personne	P9067
Reverdy de	Personne	P9096
Richebourg M. de	Personne	P9129
Ricouart	Personne	P9141
Ricouart Chevalier de	Personne	P9142
Robert, Marie	Personne	P9191
Roderic de Vérac de	Personne	P9232
Roland, Gabriel	Personne	P9248
Roqueserrière de	Personne	P9282
Rossel de	Personne	P9289
Rougeon	Personne	P9309
Roullier, Jean	Personne	P9326
Rouquette	Personne	P9328
Sabatier, Pierre	Personne	P9434
Sagorry	Personne	P9458
Saint-Amant de	Personne	P9474
Saint-André de 	Personne	P9478
Saint-Clair Chevalier de	Personne	P9496
Saint-Clair de	Personne	P9497
Saint-Gelais Chevalier de	Personne	P9508
Saint-Hilaire de	Personne	P9516
Saint-Hubert	Personne	P9521
Saint-Julien Chevalier de	Personne	P9528
Saint-Leger Despannes	Personne	P9533
Saint-Ovide de	Personne	P9570
Saint-Pierre Comte de	Personne	P9580
Saint-Pouange Madame de	Personne	P9586
Saint-Simon Duc de	Personne	P9595
Sainte-Hermine de	Personne	P9621
Salagnac de	Personne	P9635
Sapineau	Personne	P9680
Saujon de	Personne	P9705
Saumery Comte de	Personne	P9713
Saunier, François	Personne	P9717
Sauvent	Personne	P9732
Selle de	Personne	P9794
Sellier, Antoine	Personne	P9802
Senneterre Marquis de	Personne	P9807
Sérigny de	Personne	P9969
Seuré	Personne	P9833
Signoret	Personne	P9843
Sorel Marquis de	Personne	P9891
Soubras de	Personne	P9906
Taillasson 	Personne	P9983
Thourette	Personne	P10122
Tilly de	Personne	P10143
Tonty	Personne	P10169
Toumier	Personne	P10197
Toussaint 	Personne	P10215
Tusseau Chevalier de	Personne	P10278
Valancourt de	Personne	P10297
Vandosme-Huet (alias : Vendosme)	Personne	P10351
Vandril Lefel	Personne	P10354
Vanolles de 	Personne	P10359
Vantil	Personne	P10365
Vaudreuil M. de	Personne	P10400
Vaumorant	Personne	P10423
Vaux-Mimars de	Personne	P10431
Venderhult	Personne	P10448
Venier de (alias : Veniers, Venière)	Personne	P10453
Verduc	Personne	P10467
Viart-Lamirault	Personne	P10504
Vien, Pierre	Personne	P10520
Vienne de	Personne	P10521
Viger, Isaac	Personne	P10538
Villars	Personne	P10553
Villuisant de	Personne	P10611
Voutron de	Personne	P10663
Adam, Claude	Personne	P12
Ardouyn, dit La Fontaine	Personne	P135
Arvet de Luzet	Personne	P172
Audouin	Personne	P214
Aurain	Personne	P237
Baraud, Jacques dit Dubois	Personne	P348
Barraud, Bernard	Personne	P430
Bausson	Personne	P522
Bellecour	Personne	P685
Bellefonds de	Personne	P688
Bescot	Personne	P865
Boisjulien de	Personne	P1052
Boissieux de	Personne	P1098
Boistalsy de	Personne	P1104
Boisvert de	Personne	P1106
Boucot	Personne	P1249
Boudet	Personne	P1252
Bourgoin, François	Personne	P1322
Boynot, Pierre	Personne	P1396
Bragelonne de	Personne	P1408
Briçonnet	Personne	P1504
Bruère (alias: de la Bruère)	Personne	P1575
Buisson, Pierre	Personne	P1611
Burret, Michel	Personne	P1626
Caffaro Chevalier de	Personne	P1725
Carric	Personne	P1829
Cartigny M. de	Personne	P1840
Cavelou (alias Cavelon)	Personne	P1897
Chamblan	Personne	P1978
Champmeslin M. de	Personne	P2016
Chanceau, Julien	Personne	P2021
Charpentier	Personne	P2104
Charron	Personne	P2116
Chasseriau	Personne	P2128
Chassin	Personne	P2133
Châteaumorant Marquis de	Personne	P2355
Chauvelin	Personne	P2215
Cheusse de	Personne	P2277
Choquet, André dit La Rivière	Personne	P2339
Cochon Du Puy	Personne	P2436
Conty Princesse de	Personne	P2528
Coutel de	Personne	P2681
Cumont de	Personne	P2754
D'Aguerre, Pierre	Personne	P2765
D'illiers Comte	Personne	P2902
Dahuet	Personne	P2908
David , Pierre	Personne	P3042
Day Derville	Personne	P3053
Delage, Léonard	Personne	P3114
Delavasse	Personne	P3136
Deluns	Personne	P3159
Depons	Personne	P3178
Desfossés	Personne	P3281
Deshayes	Personne	P3315
Dirier	Personne	P3423
Doraison	Personne	P3451
Dubois de Maquillé	Personne	P3529
Dudeffand	Personne	P3620
Dulau de Seulette	Personne	P3692
Dumesnil Roland	Personne	P3718
Dumont, J.R Benjamin	Personne	P3743
Duplessis Geffrard	Personne	P3801
Durant	Personne	P3880
Dutour, Antonie dit Sans-Souci	Personne	P3939
Fargès	Personne	P4117
Flandoin	Personne	P4240
Florenceau	Personne	P4254
Fougeron, François	Personne	P4361
Gabaret, Chevalier de	Personne	P4489
Gaillart, Roch	Personne	P4531
Gaston, Jean	Personne	P4629
Gellé, Pierre	Personne	P4703
Gély	Personne	P5254
Gendron, Pierre	Personne	P4706
Genevais, André	Personne	P4710
Gervaux, Jean	Personne	P4749
Girault	Personne	P4821
Gouldriau, Jean	Personne	P4918
Gourville de	Personne	P4939
Grandpré, M. de	Personne	P4986
Grillet	Personne	P5045
Gueroard	Personne	P5102
Guillelmy	Personne	P5147
Guillet, Auguste de Chaumont	Personne	P5156
Guillet, Jean	Personne	P5158
Hèbre	Personne	P5392
Imbert, François	Personne	P5421
Imbert, Jacques	Personne	P5422
Jarnac, Comte de	Personne	P5466
Jégaud, Guillaume	Personne	P5595
Joubert, Bernard	Personne	P5540
Joyeux de	Personne	P5569
L'Estoile, de	Personne	P5623
Lacointrie, de	Personne	P5861
Lafalvère, de	Personne	P5917
Laflocellière, de	Personne	P5953
Laflocellière, Marquis de	Personne	P5952
Lafoy, Jean	Personne	P5972
Lagarde, Antoine dit Du Bois	Personne	P5989
Lahaye, Philippe	Personne	P6051
Lajoue	Personne	P6077
Lamarque	Personne	P6129
Lamet	Personne	P6154
Lamouche	Personne	P6205
Lamour	Personne	P6206
Landorte Baron de	Personne	P6223
Laneau, Pierre	Personne	P6231
Lanouïller	Personne	P6271
Lapérille de (alias La Pérelle)	Personne	P6323
Lapommeraye de	Personne	P6303
Larabastellerie de	Personne	P6324
Laruffinière de	Personne	P6433
Lasauvagère de	Personne	P6464
Latour Gallois de	Personne	P6495
Lavallière Marquis de	Personne	P6568
Law M. de	Personne	P6609
Lebée	Personne	P6648
Legal	Personne	P6709
Lestrille de	Personne	P6857
Levecot, Gabriel	Personne	P6888
Luchet de la Rivière , Mademoiselle	Personne	P7095
Malot, Pierre-Gilles dit Jancine	Personne	P7246
Manois	Personne	P7275
Marbotin	Personne	P7282
Marchadier, Jean	Personne	P7287
Marouby	Personne	P7382
Mille	Personne	P7708
Mitte	Personne	P7742
Moneau	Personne	P7780
Monnereau	Personne	P7800
Montauban Princesse de	Personne	P7824
Montbat de	Personne	P7834
Montchevreuil de	Personne	P7841
Nebout, Jean	Personne	P8126
Neret	Personne	P8135
Noailles Duc de	Personne	P8167
Panier 	Personne	P8336
Pannontier	Personne	P8338
Pasquet, Joseph	Personne	P8388
Piat, Jean	Personne	P8594
Pick	Personne	P8606
Pons, Princesse de	Personne	P8749
Ponthieu Chevalier de	Personne	P8765
Radouay de	Personne	P8928
Rigault	Personne	P9152
Roch, Pierre	Personne	P9209
Rosigat, Etienne	Personne	P9286
Rozier, Charles	Personne	P9380
Saint-Palais Chevalier de	Personne	P9575
Sainte-Colombe de	Personne	P9615
Sainte-Maure Marquis de	Personne	P9631
Salignac de	Personne	P9649
Segretier, René	Personne	P9778
Sommereau	Personne	P9883
Tiersan, Marc	Personne	P10134
Tivas	Personne	P10156
Torcy de	Personne	P10174
Trusseau Chevalier de	Personne	P10254
Vallier	Personne	P10328
Vandart, Pierre dit Saint-Vincent (alia : Vandas)	Personne	P10344
Verville de	Personne	P10488
Voisy	Personne	P10648
Abraham, Nicolas	Personne	P4
Allard Belin	Personne	P53
Barault, Jacques alias Baraud	Personne	P351
Barbou, Marie	Personne	P379
Barbuot	Personne	P380
Baron, Pierre	Personne	P419
Baron, Pierre dit La Forme	Personne	P420
Barreau, Jacques	Personne	P434
Barville	Personne	P460
Baubry, Elie	Personne	P484
Baud Dupuy, Pierre	Personne	P487
Beacours, alias Beaucourt	Personne	P531
Belestre de 	Personne	P662
Bellegarde, Marquis de	Personne	P694
Bernessart de	Personne	P802
Bernonville	Personne	P806
Bertaut dit La Bretèche	Personne	P821
Biron	Personne	P950
Blain 	Personne	P969
Bois de Calcy	Personne	P1035
Boisnier	Personne	P1063
Boispinault (alias Boipinau)	Personne	P1065
Boispineau de	Personne	P1070
Boivin, Pierre	Personne	P1109
Bondon, Michel	Personne	P1122
Bougeaud	Personne	P1257
Boutet, Jean	Personne	P1356
Bras, Etienne	Personne	P1425
Brassac M, de	Personne	P1427
Bréaux	Personne	P1579
Bremand	Personne	P1444
Brequin, Pierre	Personne	P1450
Breteuil de	Personne	P1461
Brouet	Personne	P1538
Brunau	Personne	P1555
Butter, Jean	Personne	P1645
Caillouet, Lion	Personne	P1741
Callandre	Personne	P1750
Castanier	Personne	P1863
Chabot de Villeneuve	Personne	P1939
Champigny Marquis de	Personne	P2003
Chaon sieur de	Personne	P2036
Chapus	Personne	P2051
Chareau, Mathurin	Personne	P2064
Chevalier, François	Personne	P2282
Choiseul Chevalier de	Personne	P2326
Cholier, Pierre	Personne	P2334
Chollet, Pierre	Personne	P2335
Coëtlogon Marquis de 	Personne	P2696
Collardeau, Louis	Personne	P2475
Cormeaux (alias Cormaux), François dit La Fontaine	Personne	P2550
Cottu, Abraham	Personne	P2578
Coulomb, Jean	Personne	P2595
Coulon, Jean	Personne	P2602
Courpon de	Personne	P2639
Courtade	Personne	P2652
Cremon, Pierre	Personne	P2709
Cresmier, Jacques (alias Cresnier)	Personne	P2714
D'Aguesseau	Personne	P2766
D'Andrezel	Personne	P2787
D'Appougny	Personne	P2797
D'Entragues Chevalier	Personne	P2829
Darcanval	Personne	P2984
Darius	Personne	P2992
Delbac	Personne	P3139
Demaxy	Personne	P3161
Deserable	Personne	P3275
Desglaireaux Demoiselle	Personne	P3287
Despreaux Dognez	Personne	P3363
Desroches	Personne	P3371
Dessolles, Pierre	Personne	P3375
Ducartron	Personne	P3581
Duchon	Personne	P3602
Duforillon	Personne	P3643
Dugast de Lunan	Personne	P3657
Duguay, Madeleine Esther	Personne	P3668
Duplessis Fabert	Personne	P3799
Dupuy (Cochon Du Puy)	Personne	P3842
Dutastet	Personne	P3926
Dutrec, Georges dit Beauvisage	Personne	P3943
Duvivier, Dame	Personne	P3979
Fontanieu, M. de	Personne	P4279
Fougas	Personne	P4358
Fourier	Personne	P4378
Francy, de	Personne	P4418
Gand, M. de	Personne	P4563
Gandeloup, de	Personne	P4564
Gaudion, Jean	Personne	P4651
Gautier, Joseph	Personne	P4677
Gentien, de	Personne	P4724
Gibanel, de 	Personne	P4760
Girardin	Personne	P4804
Grivoloère	Personne	P5055
Grou	Personne	P5073
Guichard, Jean	Personne	P5124
Guimberteau, Louis	Personne	P5187
Guiot	Personne	P5197
Herpin	Personne	P5318
Hiché	Personne	P5333
Hydras, Jean dit La Tremblade	Personne	P5391
Jame, Jean	Personne	P5450
Jousselin de Marigny	Personne	P5556
Jouÿ La minoze	Personne	P5565
Kearny, de	Personne	P5600
Labertèche	Personne	P5755
Labouchardière	Personne	P5779
Lacorne, de	Personne	P5872
Lacorre, Etienne	Personne	P5873
Lacrauze	Personne	P5894
Laforest, Dame de	Personne	P5963
Lafuge	Personne	P5979
Lagrivolière de	Personne	P6029
Lahéronnière, de	Personne	P6062
Lamarche, R.P. Dominique de	Personne	P6126
Lambrado (alias Lambrard)	Personne	P6152
Lanneau, Bertrand dit Soustron	Personne	P6263
Laporte	Personne	P6306
Lapotterie de	Personne	P6315
Lapresnière, Jean de	Personne	P6320
Largenterie de	Personne	P6345
Laroche Saint-André	Personne	P6382
Larougère de	Personne	P6416
Lasalle de	Personne	P6446
Lasausaye Chevalier de	Personne	P6459
Latour de	Personne	P6497
Lebaile	Personne	P6614
Lebel, Jacques	Personne	P6619
Lefebvre	Personne	P6684
Lemairat	Personne	P6744
Lestobec de	Personne	P6852
Lhermitte	Personne	P6902
Lhomont, Pierre	Personne	P6903
Longueil de	Personne	P7003
Louvigny de	Personne	P7069
Mac-Silhie	Personne	P7146
Maillou	Personne	P7193
Malville de	Personne	P7254
Manis	Personne	P7271
Marée	Personne	P7448
Marenne	Personne	P7318
Marseille de	Personne	P7394
Marthou de	Personne	P7413
Mascaris	Personne	P7449
Mascaron de	Personne	P7450
Mathieu	Personne	P7492
Maupeou Chevalier de	Personne	P7531
Maxy	Personne	P7558
Ménard, François de	Personne	P8062
Ménard, Louis	Personne	P8063
Mezy M. de	Personne	P7675
Michault, Charles	Personne	P7680
Moët	Personne	P8048
Monbault de	Personne	P7767
Monis, Paul	Personne	P7795
Monseignat de	Personne	P7806
Montaudouin de	Personne	P7828
Montrioux de	Personne	P7896
Moreau, Jean dit l'Anglais	Personne	P7935
Morienne de	Personne	P7949
Moyencourt de	Personne	P8038
Pajaud	Personne	P8323
Péchagut	Personne	P8872
Pensens de	Personne	P8467
Peredo Mademoiselle de	Personne	P8487
Perrinet	Personne	P8512
Piou	Personne	P8662
Pons de	Personne	P8747
Pontmarois de	Personne	P8768
Porcheron	Personne	P8774
Putigny de	Personne	P8862
Ramezay de	Personne	P8960
Rémonville de	Personne	P9423
Renon de	Personne	P9079
Riveaud (alias : Rivaud)	Personne	P9171
Rodrigue, Etienne dit Saint-Louis	Personne	P9236
Roquelaure Duchesse de	Personne	P9280
Rougeon, Pierre di Saint-Sauveur	Personne	P9310
Ruffin, Antoine dit Boulonnais	Personne	P9384
Sabran-Darian	Personne	P9439
Sabrevois de 	Personne	P9443
Saint-James de	Personne	P9525
Saint-Ours Chevalier de	Personne	P9569
Sainte-Marthe de	Personne	P9628
Salesse, Pierre	Personne	P9646
Salles de	Personne	P9653
Saulger	Personne	P9711
Savigny de	Personne	P9749
Segonzac Baron de	Personne	P9775
Silvecanne de	Personne	P9852
Simon, Pierre	Personne	P9857
Sorel de	Personne	P9892
Taillevin	Personne	P9986
Tartas	Personne	P10015
Tieulet, François	Personne	P10135
Tivet, Pierre dit Desmoulins	Personne	P10158
Trucq, Jean	Personne	P10250
Vacquerolles	Personne	P10289
Valet, Bernard dit Saint-Palais	Personne	P10307
Valmenière de (alias : Valmenier)	Personne	P10334
Veillon, Jacques	Personne	P10443
Verdillon, André dit La Marche	Personne	P10464
Veret, André (alias : Verret)	Personne	P10468
Veret, Bernard	Personne	P10469
Vergnault	Personne	P10472
Vigaud	Personne	P10536
Vignaud	Personne	P10539
Villeray de	Personne	P10577
Villeroy Maréchal de	Personne	P10580
Vincent, Charles	Personne	P10619
Vret, Bernard	Personne	P10673
Adam,   Pierre	Personne	P11
Auberon	Personne	P179
Auger, Jean	Personne	P222
Auroy	Personne	P241
Barjault, Jacques	Personne	P412
Baudot	Personne	P494
Beaubry, Elie	Personne	P536
Beaujeu	Personne	P573
Beaumaine, Laurent	Personne	P587
Beaune de	Personne	P602
Belamy de 	Personne	P656
Bellisle de	Personne	P707
Belliveau de 	Personne	P713
Belot, Martin	Personne	P734
Bénard, Louis	Personne	P1678
Bertauville	Personne	P823
Bertheaulme	Personne	P833
Bessac, Jean	Personne	P872
Bidache de 	Personne	P895
Boisnard	Personne	P1061
Bonvallet	Personne	P1191
Bonvoust, Demoiselle	Personne	P1195
Bourdon, Michel	Personne	P1300
Boutonnier, Jean dit Saint Paul	Personne	P1367
Bouyer, Jean	Personne	P1383
Braban, Luc	Personne	P1399
Brink	Personne	P1492
Brisson, Marie	Personne	P1502
Brouillan	Personne	P1539
Busca de	Personne	P1628
Callabrun, Isidore	Personne	P1748
Chabannes, Chevalier de	Personne	P1926
Chabert Cleroy	Personne	P1931
Chagneau	Personne	P1951
Chamonin	Personne	P1991
Cognaud, Maurice	Personne	P2449
Colbert de Saint-Mar	Personne	P2463
Combes	Personne	P2481
Corbineau, Pierre	Personne	P2540
Courpron de 	Personne	P2640
Courson de	Personne	P2650
Crosnier, claude	Personne	P2734
Cugnet	Personne	P2745
D'Agrain Comte	Personne	P2763
D'Eragny  Marquis	Personne	P2831
D'Hautefort Marquis	Personne	P2863
Dajat	Personne	P2918
Daniaud, Louis	Personne	P2959
Daumergue	Personne	P3028
Decharon	Personne	P3060
Deheere de Villemin	Personne	P3087
Desnier, Elisabeth	Personne	P3347
Dominique de La Marche	Personne	P3443
Ducanet	Personne	P3579
Dufay d'Issoudun	Personne	P3635
Dujoncheray du Bois	Personne	P3687
Duriveau	Personne	P3902
Duval, Jean	Personne	P3949
Favereau, André dit Saint Georges	Personne	P4149
Fenis, de	Personne	P4169
Figerou	Personne	P4219
Fontais, de 	Personne	P4277
Fontel	Personne	P4282
Galabin	Personne	P4532
Gardet, Pierre	Personne	P4582
Garnaud, Jean	Personne	P4591
Garnier, Etienne	Personne	P4596
Geffrad	Personne	P4699
Gendron	Personne	P4705
Geoffroy, Jean dit La Douceur	Personne	P4731
Gilly	Personne	P4788
Giraud, Pierre	Personne	P4814
Grasset, Bernard	Personne	P5010
Grollier, Pierre	Personne	P5062
Grouchy de	Personne	P5074
Grouchy, Pierre	Personne	P5075
Guindet, Samuel	Personne	P5190
Guiton, Jean	Personne	P5204
Hennequint	Personne	P5307
Héraud, René	Personne	P5406
Izabeau	Personne	P5428
Jamain	Personne	P5448
Janin	Personne	P5459
Jeverdat, Desmoulins	Personne	P5493
Joly de Fleury	Personne	P5511
Jullien	Personne	P5587
Labastide	Personne	P5734
Laberie, Arnault de Beauregard Saint-Clair	Personne	P5752
Labuxière, de	Personne	P5813
Lagarde, Pierre	Personne	P5990
Lagny, de	Personne	P6005
Lahautemaison, de	Personne	P6048
Lamanois, Lefebre	Personne	P6124
Lambourg de	Personne	P6151
Lamothe Cadillac de	Personne	P6176
Lamothe de	Personne	P6178
Landais Desoisel Chevalier	Personne	P6218
Lapigeonnière de	Personne	P6293
Latraverse Picarin de Savigny de	Personne	P6508
Legac	Personne	P6708
Legrand, Jean	Personne	P6723
Lelandais	Personne	P6737
Lelarge, Pierre	Personne	P6740
Lemaire, Jean	Personne	P6746
Livet, Christophe	Personne	P6964
Lubert de	Personne	P7084
Macary de (alias : Macharis)	Personne	P7150
Maheshihic	Personne	P7176
Mandelot de Lossé (alias : de Lonay)	Personne	P7262
Mandeville	Personne	P7263
Marquessac de	Personne	P7385
Marr Lord	Personne	P7389
Martray, Ildevert	Personne	P7441
Mesnard, Jean	Personne	P7639
Mignard	Personne	P7697
Million (alias : Milon)	Personne	P7710
Molinier de Pertigny, André	Personne	P7759
Monnier, Pierre	Personne	P7802
Montclair de	Personne	P7844
Mousnier, Pierre	Personne	P8028
Nicolas, Guillaume	Personne	P8154
Noguez	Personne	P8176
Nougues	Personne	P8241
Pain, Pierre	Personne	P8322
Parent, Michel	Personne	P8359
Perth Duc de	Personne	P8538
Petit Dame	Personne	P8546
Pons, Jacob	Personne	P8748
Querquelin de 	Personne	P8897
Rapiat, Pierre	Personne	P8984
Ratteau	Personne	P8994
Ressons de	Personne	P9088
Ringuet, Pierre dit La Jeunesse	Personne	P9161
Riorteau	Personne	P9163
Rochambault de	Personne	P9214
Rochechourd de	Personne	P9222
Rohan, Prince Constantin de	Personne	P9244
Rose, André	Personne	P9284
Rouville de 	Personne	P9347
Sagé, Dominique	Personne	P9459
Saint-Denis de Tierceville, François	Personne	P9502
Saint-Fort de	Personne	P9506
Saint-Pern de	Personne	P9578
Sanson, Jean	Personne	P9676
Second	Personne	P9772
Tripot, Sébastien	Personne	P10242
Truc, Thomas	Personne	P10249
Turbé, François	Personne	P10266
Turgot	Personne	P10269
Valles de	Personne	P10320
Verdon, Daniel (alias : Verdois)	Personne	P10465
Verdon, Jean dit Dubuisson	Personne	P10466
Viau, Pierre	Personne	P10506
Voisin, Pierre dit La Franchise	Personne	P10647
Alain, de la Mothe	Personne	P29
Amelot de Chaillou	Personne	P86
Anguérant	Personne	P111
Arnaud, Constantin, dit La Rose	Personne	P147
Autain, Louis	Personne	P248
Babaud, alias Babeau	Personne	P275
Babeau	Personne	P277
Barère	Personne	P461
Baudoin des Petits Bois	Personne	P491
Baudoin, Marie	Personne	P493
Bayeux, Jean	Personne	P526
Beauvais	Personne	P622
Beignet, Jean	Personne	P652
Bellefontaine de	Personne	P692
Bérard, Jean	Personne	P1682
Besson, François dit La Treille	Personne	P876
Blanchet, Gabrielle	Personne	P981
Blouard, François	Personne	P1001
Boisre de	Personne	P1075
Bonnaire, Pierre	Personne	P1134
Bordonneau, Elie	Personne	P1210
Boscal, de	Personne	P1219
Boudeau, Jean	Personne	P1251
Bouin, Pierre	Personne	P1269
Boulletier	Personne	P1278
Bounin, Etienne	Personne	P1286
Bouÿ	Personne	P1388
Braud, Mathieu	Personne	P1433
Bréman, Jacques	Personne	P1585
Bretanville de	Personne	P1456
Brock	Personne	P1518
Brou M. de	Personne	P1533
Brulard	Personne	P1551
Budan	Personne	P1599
Caignet	Personne	P1729
Camuzat	Personne	P1781
Carascoza de Las Torrès, Don Alonzo	Personne	P1800
Chabannes, Jean	Personne	P1927
Champagné, de	Personne	P1996
Champigny M. de	Personne	P2002
Chaon de	Personne	P2035
Chapelou, Louis	Personne	P2046
Charlevoix	Personne	P2080
Charlot de Chauvery	Personne	P2083
Chartron, Anne	Personne	P2122
Chassy Moreau de	Personne	P2137
Châteauriers M. de	Personne	P2360
Chatillon Marquis de	Personne	P2190
Chauveau Pierre	Personne	P2209
Chesneau	Personne	P2270
Clermont Marquis de	Personne	P2414
Colombe	Personne	P2478
Conserans, l'Evêque de	Personne	P2511
Coulombe de	Personne	P2598
Crespeau, Etienne	Personne	P2719
D'Ailly M. le Commandeur	Personne	P2769
D'Astour	Personne	P2813
D'Aubigny Madame	Personne	P2816
D'Illeau	Personne	P2874
Dalens	Personne	P2921
Daligaud, Georges	Personne	P2928
David du Bois	Personne	P3043
Deschamps de Tonnay Charente	Personne	P3238
Deschassy	Personne	P3247
Descombes	Personne	P3259
Desjumeaux	Personne	P3321
Desmons	Personne	P3341
Deygat (alias Deigat)	Personne	P3400
Didon Meissac	Personne	P3406
Doury	Personne	P3482
Dubourg, Jeanne	Personne	P3550
Duclerc Demoiselle	Personne	P3605
Ducorneau	Personne	P3611
Dugas	Personne	P3655
Dumené	Personne	P3715
Dumesnil Norey	Personne	P3717
Dumont Labrie	Personne	P3738
Dupayrat de Majainbos	Personne	P3781
Duplessis Faucherie	Personne	P3800
Duportail	Personne	P3830
Durastet	Personne	P3886
Durepaire	Personne	P3890
Falaise Dame de	Personne	P4106
Faucherie	Personne	P4123
Fermy, Jean	Personne	P4178
Ferrand, Pierre d'Oléron	Personne	P4184
Figuares, Chevalier de	Personne	P4220
Fondelin, de	Personne	P4272
Fontès, de	Personne	P4302
Fouché	Personne	P4356
Fremy, Jean	Personne	P4432
Gabe	Personne	P4497
Gabriet	Personne	P4510
Galant, François	Personne	P4534
Gallain, François	Personne	P4540
Gasperne, de	Personne	P4616
Gaudemar, de	Personne	P4640
Giraud, Nicolas	Personne	P4813
Godemart, de	Personne	P4857
Grabeuil, Pierre	Personne	P4960
Grandchamps, de	Personne	P4976
Gruyn	Personne	P5083
Harfdy	Personne	P5278
Hautefort Marquis de	Personne	P5288
Hélissant	Personne	P5399
Huet de Vandosme	Personne	P5367
Jauillière, de	Personne	P5475
Joubert, Jacques sieur de Long	Personne	P5542
Jouvenon	Personne	P5562
Laboittière, de	Personne	P5765
Laborie, de	Personne	P5776
Lamorlière de 	Personne	P6170
Larivagerie de	Personne	P6360
Laronce Denis	Personne	P6400
Lasalle Desgouttes	Personne	P6442
Lasalle Habas	Personne	P6443
Lasalvère de	Personne	P6455
Latouche de	Personne	P6485
Laurence, Paul	Personne	P6546
Lavannerie de	Personne	P6570
Lebrun de Saint-Vallier	Personne	P6645
Leclerc, Jacques	Personne	P6655
Lecomte, pierre	Personne	P6665
Leforestier Desmonts	Personne	P6692
Lepoulletier	Personne	P6796
Letemple Dereix	Personne	P6866
Lion	Personne	P6948
Lioncel de	Personne	P6951
Longueval de	Personne	P7008
Lossey de	Personne	P7033
Marchand, Etienne et Madeline	Personne	P7294
Mariette	Personne	P7338
Marolles de	Personne	P7375
Martin, Pierre	Personne	P7426
Masson Dame	Personne	P7471
Maureville Dame de	Personne	P7544
Mennevilette Marquis de	Personne	P7601
Milet de La Bordelière	Personne	P7701
Monneau, Jean	Personne	P7799
Monsigot Dame de	Personne	P7809
Montagnac de	Personne	P7813
Montaudran dit Saint-Etienne	Personne	P7829
Montis de	Personne	P7873
Mouliner, André	Personne	P8012
Nadeau, Julien	Personne	P8087
Neau	Personne	P8120
Neuville de	Personne	P8142
Nogent de	Personne	P8173
Peaudière de	Personne	P8417
Pegaut	Personne	P8425
Pelletier, Guillaume	Personne	P8444
Peltan	Personne	P8453
Perrin, Jean	Personne	P8507
Pessou, André	Personne	P8541
Pilard, François dit La Douceur	Personne	P8622
Pinaud, Jean	Personne	P8636
Piston	Personne	P8668
Planchemeunier de La Lande de	Personne	P8680
Preteseille	Personne	P8825
Quinaut	Personne	P8907
Rambaud, Pierre	Personne	P8945
Ramet Le Père	Personne	P8958
Rampault, François	Personne	P8966
Reat	Personne	P9026
Renaud, Jean	Personne	P9059
Reneteau Demoiselle	Personne	P9075
Ridasse	Personne	P9147
Rochalar Chevalier de	Personne	P9210
Rouvière	Personne	P9349
Roy, Pierre	Personne	P9368
Sabran de	Personne	P9438
Saint-Cirice	Personne	P9495
Sandré Demoiselle	Personne	P9670
Sapy	Personne	P9681
Saxe-Gotha Prince de	Personne	P9760
Selles Demoiselle de	Personne	P9801
Semichon, Jacques dit Blois	Personne	P9803
Simon, Joseph	Personne	P9856
Soissons de	Personne	P9881
Sonolet	Personne	P9885
Souvent	Personne	P9930
Taforret Demoiselle	Personne	P9979
Tamagnon, Hermitte	Personne	P10002
Temple, De Rex	Personne	P10041
Thois Chevalier de 	Personne	P10106
Tremureau	Personne	P10228
Turle de	Personne	P10273
Vantable, Michel	Personne	P10364
Villermin de	Personne	P10579
Villeur, Jérémie	Personne	P10595
Vret	Personne	P10672
Vrignaud, Pierre	Personne	P10676
Aimard	Personne	P25
Allard-Belin (alias Allard-Blain)	Personne	P56
Angeau	Personne	P108
Angerant	Personne	P109
Arnou	Personne	P156
Augustin de Sainte-Monique, le Père	Personne	P233
Aurain (alias Aurin)	Personne	P238
